,R_short_decode,R_medium_balanced,R_long_prefill,R_concurrent_decode,shared_prefix,tool_agent
cookbook,1.0,1.0,1.0,1.0,1.0,1.0
R_short_decode_winner,1.0238249292208077,1.2668132467563646,1.3210659441404866,1.0271127353678753,0.7528985685645307,0.9799587900517469
R_medium_balanced_winner,0.9418782389619986,1.300811647458009,1.0560831588326778,0.816207604928756,6.539612502416426,1.0100759704755968
R_long_prefill_winner,0.9713107893324617,1.1168424919248099,1.5440615611554065,1.194910975962278,4.539147640753409,1.1089302193497665
R_concurrent_decode_winner,0.9980899628183604,1.0397080295068672,1.3964294181721757,1.1628925398533039,4.467610767406468,0.9164005178553829
shared_prefix_winner,0.9945983903331627,1.2296149565039534,0.9712991122860534,1.0856638065216615,6.556760072391275,0.9594686617585257
tool_agent_winner,1.116675671668873,1.0699301735575468,1.2588705240239229,1.0521942157216484,4.618063630391007,0.9500020429715772
