,R_short_decode,R_medium_balanced,R_long_prefill,R_concurrent_decode,shared_prefix,tool_agent
cookbook,1.0,1.0,1.0,1.0,1.0,1.0
R_short_decode_winner,1.0038024089666495,1.0007008228092549,1.1987845465863698,0.9976897968680968,0.7906089338719258,1.0351377428961226
R_medium_balanced_winner,1.0002995819328058,0.99994750806267,0.9958408761638674,1.0144148748471804,0.6890796750434889,0.9085816649977241
R_long_prefill_winner,1.001187784926873,0.9984954106655856,1.1986677627934772,0.9985748733853949,0.6804847162136788,0.9629989564956782
R_concurrent_decode_winner,0.9996153353282553,0.9979509540194076,1.2002109207223772,1.0004175122923853,0.674748518681874,0.9618961609992384
shared_prefix_winner,1.002414921060898,0.9995586279042129,0.9936969431645516,0.9995158880178235,0.6839363513648266,0.7186801515765838
tool_agent_winner,0.9988492487305665,0.998310228685608,1.198241997261006,0.9975560744587691,0.6819673796143788,0.7244965996991033
