model,workload,objective_role,config_id,hash,cap,chunk,policy,mem,repeat_count,baseline_reps,request_throughput_raw,request_throughput_base,request_throughput_delta,request_throughput_ci_lo,request_throughput_ci_hi,output_throughput_raw,output_throughput_base,output_throughput_delta,output_throughput_ci_lo,output_throughput_ci_hi,ttft_p95_ms_raw,ttft_p95_ms_base,ttft_p95_ms_delta,ttft_p95_ms_ci_lo,ttft_p95_ms_ci_hi,tpot_p95_ms_raw,tpot_p95_ms_base,tpot_p95_ms_delta,tpot_p95_ms_ci_lo,tpot_p95_ms_ci_hi,e2e_p95_ms_raw,e2e_p95_ms_base,e2e_p95_ms_delta,e2e_p95_ms_ci_lo,e2e_p95_ms_ci_hi,metrics_significantly_better,metrics_significantly_worse,classification
lfm25,R_concurrent_decode,pareto_knee_candidate,100,cap48_chunk-1_polfcfs_mem0.75,48,-1,fcfs,0.75,5,5,22.31813879464081,21.98955177756656,0.014942870159339483,0.01113985017285989,0.019382342764724465,5713.443531428047,5629.32525505704,0.014942870159339483,0.010957228278991977,0.01932033482203685,131.79393320344388,136.5026107802987,0.0344951466491249,-0.01781597074999408,0.09255951913784584,5.080590880183759,5.135910708110268,0.010771181796278562,0.0068163579086262475,0.014656229892342106,1422.1366866817698,1441.4699131716043,0.01341216095679476,0.009355882584089814,0.018056127648183436,request_throughput;output_throughput;tpot_p95_ms;e2e_p95_ms,,STRICT_ALL_METRIC_WIN
lfm25,R_long_prefill,cookbook,74,cap32_chunk-1_pollpm_mem0.85,32,-1,lpm,0.85,5,5,12.604484843853099,12.604484843853099,0.0,-0.035684849058899994,0.034444511317210866,403.3435150032992,403.3435150032992,0.0,-0.033258557535016164,0.03361582813590691,208.50754480808973,208.50754480808973,0.0,-0.05069000371136308,0.048143597903267166,3.5571069473160373,3.5571069473160373,0.0,-0.159935417557951,0.13698372093770564,308.3048473810777,308.3048473810777,0.0,-0.03542440316501358,0.03422297438907938,,,FLAT
lfm25,R_long_prefill,request_throughput_best,60,cap24_chunk2048_polfcfs_mem0.75,24,2048,fcfs,0.75,5,5,19.92403864149859,12.604484843853099,0.5807102700603477,0.524890709829848,0.644299797947635,637.5692365279549,403.3435150032992,0.5807102700603475,0.5255823910671042,0.6469475695438558,93.96148651372641,208.50754480808973,0.5493616952796191,0.5203313925598209,0.5785150544012474,3.771749689514118,3.5571069473160373,-0.060341942307929886,-0.15292155069941324,0.07334059102242813,193.0203861789778,308.3048473810777,0.3739300960766391,0.3505943252436402,0.3990450336325366,request_throughput;output_throughput;ttft_p95_ms;e2e_p95_ms,,STRICT_ALL_METRIC_WIN
lfm25,R_long_prefill,output_throughput_best,60,cap24_chunk2048_polfcfs_mem0.75,24,2048,fcfs,0.75,5,5,19.92403864149859,12.604484843853099,0.5807102700603477,0.5243507031657697,0.6442372817472257,637.5692365279549,403.3435150032992,0.5807102700603475,0.5245572377174701,0.6452191861021725,93.96148651372641,208.50754480808973,0.5493616952796191,0.5209887989362149,0.5790467895704973,3.771749689514118,3.5571069473160373,-0.060341942307929886,-0.15275958430571737,0.07327269679752348,193.0203861789778,308.3048473810777,0.3739300960766391,0.3517709399440005,0.39901319966961496,request_throughput;output_throughput;ttft_p95_ms;e2e_p95_ms,,STRICT_ALL_METRIC_WIN
lfm25,R_long_prefill,ttft_p95_best,60,cap24_chunk2048_polfcfs_mem0.75,24,2048,fcfs,0.75,5,5,19.92403864149859,12.604484843853099,0.5807102700603477,0.5238934540193404,0.6447892264919025,637.5692365279549,403.3435150032992,0.5807102700603475,0.5261907427570022,0.6447297244990288,93.96148651372641,208.50754480808973,0.5493616952796191,0.5196488331333867,0.5783331428333854,3.771749689514118,3.5571069473160373,-0.060341942307929886,-0.15267842278448943,0.0724287996612073,193.0203861789778,308.3048473810777,0.3739300960766391,0.35171001904076715,0.39883306722922773,request_throughput;output_throughput;ttft_p95_ms;e2e_p95_ms,,STRICT_ALL_METRIC_WIN
lfm25,R_long_prefill,tpot_p95_best,42,cap16_chunk8192_pollpm_mem0.85,16,8192,lpm,0.85,5,5,15.198632192851147,12.604484843853099,0.20581145371150567,0.17757705856468375,0.24658247299914485,486.3562301712367,403.3435150032992,0.20581145371150567,0.17739843419687884,0.247823429927546,156.05521262157708,208.50754480808973,0.2515608355313461,0.2254656635203368,0.2882177357693415,3.311126924330188,3.5571069473160373,0.06915170857357822,-0.006453209301640506,0.18498705505723698,255.79720445442945,308.3048473810777,0.17031079262190973,0.14977118145500778,0.1993454950854946,request_throughput;output_throughput;ttft_p95_ms;e2e_p95_ms,,WIN
lfm25,R_long_prefill,e2e_p95_best,60,cap24_chunk2048_polfcfs_mem0.75,24,2048,fcfs,0.75,5,5,19.92403864149859,12.604484843853099,0.5807102700603477,0.5242812549334176,0.6445280304629932,637.5692365279549,403.3435150032992,0.5807102700603475,0.5257580523998969,0.6426480458620626,93.96148651372641,208.50754480808973,0.5493616952796191,0.520850017071494,0.5777877912932482,3.771749689514118,3.5571069473160373,-0.060341942307929886,-0.15321798907850404,0.07206581260276557,193.0203861789778,308.3048473810777,0.3739300960766391,0.35064076518371584,0.3988421442177198,request_throughput;output_throughput;ttft_p95_ms;e2e_p95_ms,,STRICT_ALL_METRIC_WIN
lfm25,R_long_prefill,ttft_p50_best,60,cap24_chunk2048_polfcfs_mem0.75,24,2048,fcfs,0.75,5,5,19.92403864149859,12.604484843853099,0.5807102700603477,0.5245513819899505,0.6453403984536837,637.5692365279549,403.3435150032992,0.5807102700603475,0.5259053301232564,0.6463259250025989,93.96148651372641,208.50754480808973,0.5493616952796191,0.5221488067141767,0.5782803790976084,3.771749689514118,3.5571069473160373,-0.060341942307929886,-0.15276220730020465,0.0725158290656374,193.0203861789778,308.3048473810777,0.3739300960766391,0.35146817370708316,0.3987313418686991,request_throughput;output_throughput;ttft_p95_ms;e2e_p95_ms,,STRICT_ALL_METRIC_WIN
lfm25,R_long_prefill,tpot_p50_best,42,cap16_chunk8192_pollpm_mem0.85,16,8192,lpm,0.85,5,5,15.198632192851147,12.604484843853099,0.20581145371150567,0.1777978989960225,0.2463320927480149,486.3562301712367,403.3435150032992,0.20581145371150567,0.1781543312510527,0.24770351374823618,156.05521262157708,208.50754480808973,0.2515608355313461,0.22535656655185826,0.2891171700034019,3.311126924330188,3.5571069473160373,0.06915170857357822,-0.006643113966449043,0.18491992147582853,255.79720445442945,308.3048473810777,0.17031079262190973,0.14962294964710077,0.19896135580557434,request_throughput;output_throughput;ttft_p95_ms;e2e_p95_ms,,STRICT_ALL_METRIC_WIN
lfm25,R_long_prefill,e2e_p50_best,60,cap24_chunk2048_polfcfs_mem0.75,24,2048,fcfs,0.75,5,5,19.92403864149859,12.604484843853099,0.5807102700603477,0.5250944102171986,0.6455112272055707,637.5692365279549,403.3435150032992,0.5807102700603475,0.5256090808820237,0.6445527429866418,93.96148651372641,208.50754480808973,0.5493616952796191,0.5204603230080477,0.5782910864346904,3.771749689514118,3.5571069473160373,-0.060341942307929886,-0.15275938024291524,0.07281360844020096,193.0203861789778,308.3048473810777,0.3739300960766391,0.35021029825475064,0.39908670245673294,request_throughput;output_throughput;ttft_p95_ms;e2e_p95_ms,,STRICT_ALL_METRIC_WIN
