completed_index,optuna_trial_number,request_throughput,output_token_throughput,ttft_p50,ttft_p95,ttft_p99,tpot_p50,tpot_p95,tpot_p99,e2e_p50,e2e_p95,e2e_p99,max_running_requests,chunked_prefill_size,schedule_policy,mem_fraction_static,moe_runner_backend,attention_backend,disable_cuda_graph,server_startup_s,benchmark_wall_s,config_hash,result_path
22,25,19.75442349121941,5057.132413752169,160.075,166.499,166.629,5.678,5.684,5.848,1607.068,1609.197,1609.47,128,-1,lpm,0.85,triton,fa3,False,28.0,1.6198903508484364,4c299dce43fc064a,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0022/bench_serving.jsonl
23,27,12.358850204384666,3163.8656523224745,124.427,1504.334,1504.45,5.254,5.258,5.296,1464.717,2575.767,2575.928,24,-1,lpm,0.85,triton,fa3,False,25.0,2.589237628970295,bba3c8ebb8a183ca,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0023/bench_serving.jsonl
24,28,19.798960685577146,5068.533935507749,158.824,160.938,161.099,5.661,5.665,5.782,1602.026,1604.785,1605.07,96,-1,fcfs,0.85,triton,fa3,False,25.0,1.6162464539520442,77ded7f5cbd5c149,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0024/bench_serving.jsonl
25,29,12.307025571516464,3150.5985463082147,734.065,1374.621,1374.715,4.758,4.764,4.781,1946.374,2588.987,2589.248,16,-1,fcfs,0.85,triton,fa3,False,25.0,2.6001408556476235,72bceaff38dd3e38,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0025/bench_serving.jsonl
26,31,19.813023173462984,5072.133932406524,159.734,161.112,161.368,5.656,5.66,5.771,1601.709,1603.665,1604.276,128,-1,fcfs,0.85,triton,fa3,False,25.0,1.6150993071496487,2a8ecfc996d4112a,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0026/bench_serving.jsonl
27,33,19.380427291329113,4961.389386580253,163.59,192.389,192.582,5.751,6.019,6.111,1630.705,1633.123,1633.208,32,2048,fcfs,0.85,triton,fa3,False,25.0,1.6511503858491778,a6838b439b5caf9e,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0027/bench_serving.jsonl
28,34,19.783975125810205,5064.697632207412,157.629,162.267,162.425,5.673,5.677,5.807,1603.395,1606.218,1606.476,48,8192,fcfs,0.75,triton,fa3,False,25.0,1.6174706951715052,9ad2da7f6b16e424,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0028/bench_serving.jsonl
29,35,7.148965300631046,1830.1351169615477,1753.691,3390.498,3390.688,4.173,4.228,4.243,2800.622,4463.402,4463.72,8,8192,fcfs,0.75,triton,fa3,False,25.0,4.476172236725688,45e625a567d3d6bd,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0029/bench_serving.jsonl
30,36,19.886330247077453,5090.900543251828,159.468,161.328,161.636,5.638,5.643,5.694,1597.417,1599.416,1599.704,96,8192,fcfs,0.8,triton,fa3,False,25.0,1.6091455589048564,ce0715024d0d7dba,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0030/bench_serving.jsonl
31,38,19.442872001012265,4977.37523225914,176.983,183.089,183.425,5.672,5.679,5.8,1623.28,1630.586,1630.737,32,8192,fcfs,0.8,triton,fa3,False,25.0,1.6458473829552531,05ee7283330cdd8b,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0031/bench_serving.jsonl
32,39,19.067169252921968,4881.195328748024,190.79,223.215,223.306,5.773,6.13,6.223,1662.839,1665.207,1665.43,96,2048,fcfs,0.85,triton,fa3,False,25.0,1.678277439903468,831ae6305871c9d6,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0032/bench_serving.jsonl
33,40,12.268979618795116,3140.85878241155,738.117,1379.514,1379.605,4.766,4.77,4.785,1951.557,2595.543,2595.889,16,8192,lpm,0.8,triton,fa3,False,25.0,2.608203859999776,0c57229de12d97e8,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0033/bench_serving.jsonl
34,42,19.489737762240136,4989.372867133475,162.502,190.955,191.136,5.744,6.009,6.101,1628.056,1630.484,1631.003,48,2048,fcfs,0.75,triton,fa3,False,25.0,1.6418897160328925,2374f408ff8d997d,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0034/bench_serving.jsonl
35,43,19.800074547963565,5068.819084278673,162.783,164.4,164.528,5.656,5.658,5.779,1604.879,1606.726,1607.449,96,-1,fcfs,0.9,triton,fa3,False,25.0,1.616155531257391,500a9f5f79ef6b67,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0035/bench_serving.jsonl
36,45,7.1721977120367715,1836.0826142814135,1742.163,3375.958,3376.061,4.164,4.209,4.223,2786.959,4449.061,4449.178,8,-1,fcfs,0.9,triton,fa3,False,25.0,4.461672876961529,791e3efc68d0d3e6,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0036/bench_serving.jsonl
37,46,19.69737106894796,5042.5269936506775,163.547,165.486,165.508,5.673,5.679,5.775,1610.387,1612.844,1613.237,96,-1,fcfs,0.8,triton,fa3,False,25.0,1.6245822799392045,2d58710d6b8f2167,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0037/bench_serving.jsonl
38,47,12.26393615420749,3139.5676554771176,137.311,1524.192,1524.293,5.266,5.269,5.315,1480.557,2596.172,2596.294,24,-1,fcfs,0.85,triton,fa3,False,28.0,2.6092764670029283,1cb9d8ae22eca6aa,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0038/bench_serving.jsonl
39,48,11.870869418344832,3038.942571096277,784.263,1463.663,1463.727,4.783,4.884,4.939,2012.786,2684.553,2684.907,16,2048,fcfs,0.9,triton,fa3,False,25.0,2.6956745013594627,f64804f3f7b9b5fa,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0039/bench_serving.jsonl
40,49,19.530761124879785,4999.874847969225,182.365,187.037,187.207,5.667,5.672,5.811,1627.247,1630.493,1630.61,48,-1,fcfs,0.85,triton,fa3,False,25.0,1.6384410108439624,5a4b05f1af827fd9,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0040/bench_serving.jsonl
41,50,19.852208965192773,5082.16549508935,159.711,161.751,162.042,5.643,5.649,5.699,1598.832,1601.609,1601.979,96,-1,lpm,0.9,triton,fa3,False,28.0,1.6119113019667566,9f26c241372138b0,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0041/bench_serving.jsonl
42,52,19.702723292788043,5043.897162953739,165.228,171.455,171.677,5.675,5.684,5.842,1611.406,1614.709,1614.818,96,8192,fcfs,0.85,triton,fa3,False,28.0,1.6241409638896585,300eff217c16f426,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0042/bench_serving.jsonl
43,53,19.701452544254934,5043.571851329263,164.011,169.326,169.464,5.677,5.681,5.82,1610.852,1613.181,1613.827,64,-1,lpm,0.9,triton,fa3,False,28.0,1.6242457213811576,5f4ecc16c47be4de,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0043/bench_serving.jsonl
44,54,19.565574925124917,5008.787180831979,176.932,178.894,179.317,5.666,5.673,5.785,1622.113,1625.363,1625.902,96,-1,lpm,0.85,triton,fa3,False,25.0,1.635525668039918,2bf5cb5c9f890b5a,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0044/bench_serving.jsonl
45,55,19.475848902609734,4985.817319068092,162.021,191.019,191.137,5.763,6.025,6.116,1631.754,1634.853,1635.093,128,2048,lpm,0.9,triton,fa3,False,28.0,1.6430606008507311,a67c3a46b88745c5,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0045/bench_serving.jsonl
46,56,7.090524955023917,1815.1743884861228,1779.546,3425.437,3425.549,4.169,4.219,4.25,2827.51,4497.129,4497.233,8,8192,lpm,0.85,triton,fa3,False,28.0,4.5130649991333485,e4d3561697803c5b,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0046/bench_serving.jsonl
47,57,19.643801943031782,5028.813297416136,166.308,170.97,171.193,5.685,5.69,5.818,1615.58,1617.785,1618.555,32,-1,fcfs,0.9,triton,fa3,False,25.0,1.6290125553496182,73b4490abe4293c0,/home/t-jialianggu/work/EndtoEnd-auto-optimization/results/2026-07-22_lfm25_plateau_100/trial_0047/bench_serving.jsonl
