timestamp,memory.used,memory.total,memory.free,utilization.gpu,utilization.memory,power.draw,temperature.gpu,clocks.current.sm,clocks.current.memory,t_unix
2026/07/07 22:35:03.433,4,143771,143153,0,0,78.93,37,345,3201,1783463703.5173967
2026/07/07 22:35:04.088,4,143771,143153,0,0,78.91,37,345,3201,1783463704.1534042
2026/07/07 22:35:04.714,4,143771,143153,0,0,78.90,37,345,3201,1783463704.7835553
2026/07/07 22:35:05.351,4,143771,143153,0,0,78.96,37,345,3201,1783463705.41555
2026/07/07 22:35:05.975,4,143771,143153,0,0,78.93,37,345,3201,1783463706.0432522
2026/07/07 22:35:06.629,4,143771,143153,0,0,78.90,37,345,3201,1783463706.735759
2026/07/07 22:35:07.303,4,143771,143153,0,0,78.93,37,345,3201,1783463707.375607
2026/07/07 22:35:07.940,4,143771,143153,0,0,78.87,37,345,3201,1783463708.0101392
2026/07/07 22:35:08.586,4,143771,143153,0,0,78.95,37,345,3201,1783463708.6534102
2026/07/07 22:35:09.216,4,143771,143153,0,0,78.95,37,345,3201,1783463709.286886
2026/07/07 22:35:09.845,4,143771,143153,0,0,78.93,37,345,3201,1783463709.9127405
2026/07/07 22:35:10.482,4,143771,143153,0,0,78.91,37,345,3201,1783463710.555539
2026/07/07 22:35:11.132,4,143771,143153,0,0,78.91,37,345,3201,1783463711.207315
2026/07/07 22:35:11.786,4,143771,143153,0,0,78.93,37,345,3201,1783463711.8940086
2026/07/07 22:35:12.455,4,143771,143153,0,0,78.92,37,345,3201,1783463712.5244558
2026/07/07 22:35:13.088,4,143771,143153,0,0,78.97,37,345,3201,1783463713.2099628
2026/07/07 22:35:13.769,4,143771,143153,0,0,78.95,37,345,3201,1783463713.8934624
2026/07/07 22:35:14.452,4,143771,143153,0,0,78.94,37,345,3201,1783463714.520773
2026/07/07 22:35:15.276,4,143771,143153,0,0,78.93,37,345,3201,1783463715.409743
2026/07/07 22:35:15.972,4,143771,143153,0,0,78.94,37,345,3201,1783463716.0421698
2026/07/07 22:35:16.609,4,143771,143153,0,0,78.94,37,345,3201,1783463716.682388
2026/07/07 22:35:17.298,4,143771,143153,0,0,78.91,37,345,3201,1783463717.3772454
2026/07/07 22:35:17.943,4,143771,143153,0,0,78.92,37,345,3201,1783463718.012962
2026/07/07 22:35:18.573,4,143771,143153,0,0,78.92,37,345,3201,1783463718.6407683
2026/07/07 22:35:19.255,4,143771,143153,0,0,78.93,37,345,3201,1783463719.3500607
2026/07/07 22:35:19.913,4,143771,143153,0,0,78.90,37,345,3201,1783463719.9785886
2026/07/07 22:35:20.570,23,143771,143134,0,0,82.46,37,1980,3201,1783463720.7174757
2026/07/07 22:35:21.277,1428,143771,141729,0,0,112.22,38,1980,3201,1783463721.4467194
2026/07/07 22:35:22.013,17426,143771,125731,13,0,121.27,38,1980,3201,1783463722.087878
2026/07/07 22:35:22.643,17426,143771,125731,13,0,121.93,38,1980,3201,1783463722.7104661
2026/07/07 22:35:23.268,17426,143771,125731,14,0,121.96,38,1980,3201,1783463723.3444507
2026/07/07 22:35:23.901,17426,143771,125731,14,0,121.93,38,1980,3201,1783463723.9685118
2026/07/07 22:35:24.527,121944,143771,21213,4,4,130.44,38,1980,3201,1783463724.5962245
2026/07/07 22:35:25.150,122002,143771,21155,0,0,129.77,38,1980,3201,1783463725.2163723
2026/07/07 22:35:25.778,122004,143771,21153,6,2,123.94,38,1980,3201,1783463725.8461173
2026/07/07 22:35:26.409,122010,143771,21147,2,1,128.65,38,1980,3201,1783463726.5509603
2026/07/07 22:35:27.110,122010,143771,21147,0,0,121.50,38,1980,3201,1783463727.2137392
2026/07/07 22:35:27.782,122010,143771,21147,0,0,120.71,38,1980,3201,1783463727.8568366
2026/07/07 22:35:28.413,122010,143771,21147,0,0,120.71,38,1980,3201,1783463728.4804878
2026/07/07 22:35:29.040,122010,143771,21147,0,0,120.65,38,1980,3201,1783463729.1084197
2026/07/07 22:35:29.714,122010,143771,21147,0,0,120.68,38,1980,3201,1783463729.7889087
2026/07/07 22:35:30.360,122044,143771,21113,3,1,126.24,38,1980,3201,1783463730.4301078
2026/07/07 22:35:30.987,122044,143771,21113,0,0,125.14,38,1980,3201,1783463731.0582209
2026/07/07 22:35:31.627,122080,143771,21077,0,0,121.63,38,1980,3201,1783463731.6913083
2026/07/07 22:35:32.248,122080,143771,21077,0,0,121.61,38,1980,3201,1783463732.3192189
2026/07/07 22:35:32.880,122646,143771,20511,100,68,310.70,45,1980,3201,1783463732.9505777
2026/07/07 22:35:33.526,122646,143771,20511,100,69,546.46,46,1980,3201,1783463733.602986
2026/07/07 22:35:34.162,122682,143771,20475,100,68,519.71,47,1980,3201,1783463734.2346292
2026/07/07 22:35:34.827,122682,143771,20475,100,69,536.73,48,1980,3201,1783463734.9520535
2026/07/07 22:35:35.523,122682,143771,20475,100,68,511.64,48,1980,3201,1783463735.607878
2026/07/07 22:35:36.172,122682,143771,20475,100,69,542.76,49,1980,3201,1783463736.2519677
2026/07/07 22:35:36.819,122684,143771,20473,94,60,524.78,49,1980,3201,1783463736.885076
2026/07/07 22:35:37.447,122684,143771,20473,100,69,523.67,50,1980,3201,1783463737.5213413
2026/07/07 22:35:38.081,122872,143771,20285,83,20,556.47,50,1965,3201,1783463738.1489742
2026/07/07 22:35:38.713,122872,143771,20285,100,71,552.15,51,1980,3201,1783463738.787739
2026/07/07 22:35:39.347,122872,143771,20285,95,56,559.62,51,1965,3201,1783463739.4165318
2026/07/07 22:35:39.997,122872,143771,20285,100,71,556.29,51,1980,3201,1783463740.0987
2026/07/07 22:35:40.661,122872,143771,20285,93,59,559.99,52,1965,3201,1783463740.7300155
2026/07/07 22:35:41.290,122872,143771,20285,100,71,560.94,52,1980,3201,1783463741.359522
2026/07/07 22:35:41.931,122872,143771,20285,28,17,531.67,53,1980,3201,1783463741.9964547
2026/07/07 22:35:42.556,122872,143771,20285,100,70,526.97,52,1980,3201,1783463742.6257372
2026/07/07 22:35:43.190,122872,143771,20285,100,70,558.50,52,1980,3201,1783463743.3069403
2026/07/07 22:35:43.869,123062,143771,20095,100,71,569.75,53,1980,3201,1783463743.9388764
2026/07/07 22:35:44.502,123062,143771,20095,100,71,557.22,53,1980,3201,1783463744.5766716
2026/07/07 22:35:45.200,123062,143771,20095,100,70,567.18,53,1980,3201,1783463745.3514152
2026/07/07 22:35:45.969,123062,143771,20095,100,72,564.97,55,1980,3201,1783463746.0679607
2026/07/07 22:35:46.628,123062,143771,20095,100,70,567.06,54,1980,3201,1783463746.7048995
2026/07/07 22:35:47.276,123062,143771,20095,100,71,556.60,52,1980,3201,1783463747.3449235
2026/07/07 22:35:47.903,123062,143771,20095,100,70,538.12,54,1980,3201,1783463747.9741924
2026/07/07 22:35:48.534,123062,143771,20095,100,70,560.48,54,1980,3201,1783463748.6122591
2026/07/07 22:35:49.171,123062,143771,20095,100,71,566.63,54,1980,3201,1783463749.241909
2026/07/07 22:35:49.805,123062,143771,20095,100,71,557.30,54,1980,3201,1783463749.884912
2026/07/07 22:35:50.472,123062,143771,20095,100,70,564.96,55,1980,3201,1783463750.5718763
2026/07/07 22:35:51.133,123062,143771,20095,100,71,559.55,55,1980,3201,1783463751.2042964
2026/07/07 22:35:51.777,123062,143771,20095,100,69,567.31,55,1980,3201,1783463751.8813367
2026/07/07 22:35:52.439,123062,143771,20095,100,71,558.12,55,1980,3201,1783463752.514425
2026/07/07 22:35:53.083,123062,143771,20095,100,40,451.86,51,1980,3201,1783463753.1587873
2026/07/07 22:35:53.715,123062,143771,20095,100,40,331.06,50,1980,3201,1783463753.792134
2026/07/07 22:35:54.357,123062,143771,20095,100,40,339.77,50,1980,3201,1783463754.430672
2026/07/07 22:35:54.986,123062,143771,20095,100,40,340.85,50,1980,3201,1783463755.054602
2026/07/07 22:35:55.634,123062,143771,20095,100,40,341.22,50,1980,3201,1783463755.7469733
2026/07/07 22:35:56.305,123062,143771,20095,100,40,341.94,50,1980,3201,1783463756.3765323
2026/07/07 22:35:56.937,123062,143771,20095,100,40,341.72,50,1980,3201,1783463757.0064816
2026/07/07 22:35:57.566,123062,143771,20095,100,40,336.42,50,1980,3201,1783463757.6357796
2026/07/07 22:35:58.192,123062,143771,20095,100,40,332.76,50,1980,3201,1783463758.259124
2026/07/07 22:35:58.839,123062,143771,20095,100,40,339.56,50,1980,3201,1783463758.911168
2026/07/07 22:35:59.470,123062,143771,20095,100,40,340.99,50,1980,3201,1783463759.5409634
2026/07/07 22:36:00.103,123062,143771,20095,100,40,341.68,50,1980,3201,1783463760.176771
2026/07/07 22:36:00.733,123062,143771,20095,100,40,343.04,49,1980,3201,1783463760.8151057
