timestamp,memory.used,memory.total,memory.free,utilization.gpu,utilization.memory,power.draw,temperature.gpu,clocks.current.sm,clocks.current.memory,t_unix
2026/07/07 17:53:40.929,4,143771,143153,0,0,78.89,37,345,3201,1783446820.9994404
2026/07/07 17:53:41.570,4,143771,143153,0,0,78.90,37,345,3201,1783446821.6356196
2026/07/07 17:53:42.211,4,143771,143153,0,0,78.92,37,345,3201,1783446822.27942
2026/07/07 17:53:42.847,4,143771,143153,0,0,78.88,37,345,3201,1783446822.9110973
2026/07/07 17:53:43.479,4,143771,143153,0,0,78.86,37,345,3201,1783446823.5462477
2026/07/07 17:53:44.114,4,143771,143153,0,0,78.93,37,345,3201,1783446824.1816132
2026/07/07 17:53:44.747,4,143771,143153,0,0,78.93,37,345,3201,1783446824.8113124
2026/07/07 17:53:45.379,4,143771,143153,0,0,78.86,37,345,3201,1783446825.4431336
2026/07/07 17:53:46.010,4,143771,143153,0,0,78.82,37,345,3201,1783446826.0752702
2026/07/07 17:53:46.654,4,143771,143153,0,0,78.88,37,345,3201,1783446826.7191918
2026/07/07 17:53:47.286,4,143771,143153,0,0,78.91,37,345,3201,1783446827.349516
2026/07/07 17:53:47.924,4,143771,143153,0,0,78.84,37,345,3201,1783446827.99058
2026/07/07 17:53:48.559,4,143771,143153,0,0,78.85,37,345,3201,1783446828.6236684
2026/07/07 17:53:49.203,4,143771,143153,0,0,78.85,37,345,3201,1783446829.2696366
2026/07/07 17:53:49.837,4,143771,143153,0,0,78.93,37,345,3201,1783446829.9013634
2026/07/07 17:53:50.474,4,143771,143153,0,0,78.93,37,345,3201,1783446830.5518222
2026/07/07 17:53:51.121,4,143771,143153,0,0,78.87,37,345,3201,1783446831.1854632
2026/07/07 17:53:51.754,4,143771,143153,0,0,78.85,37,345,3201,1783446831.8185167
2026/07/07 17:53:52.386,4,143771,143153,0,0,78.84,37,345,3201,1783446832.451232
2026/07/07 17:53:53.020,4,143771,143153,0,0,78.90,37,345,3201,1783446833.084418
2026/07/07 17:53:53.653,4,143771,143153,0,0,78.92,37,345,3201,1783446833.7206643
2026/07/07 17:53:54.300,4,143771,143153,0,0,78.83,37,345,3201,1783446834.3663363
2026/07/07 17:53:54.939,4,143771,143153,0,0,78.85,37,345,3201,1783446835.0037603
2026/07/07 17:53:55.570,4,143771,143153,0,0,78.89,37,345,3201,1783446835.6346662
2026/07/07 17:53:56.208,4,143771,143153,0,0,78.90,37,345,3201,1783446836.2768474
2026/07/07 17:53:56.844,4,143771,143153,0,0,78.94,37,345,3201,1783446836.9087977
2026/07/07 17:53:57.485,4,143771,143153,0,0,78.87,37,345,3201,1783446837.5511806
2026/07/07 17:53:58.120,4,143771,143153,0,0,78.89,37,345,3201,1783446838.18427
2026/07/07 17:53:58.759,4,143771,143153,0,0,78.93,37,345,3201,1783446838.8354855
2026/07/07 17:53:59.402,4,143771,143153,0,0,78.91,37,345,3201,1783446839.4665873
2026/07/07 17:54:00.034,4,143771,143153,0,0,78.87,37,345,3201,1783446840.0992503
2026/07/07 17:54:00.667,4,143771,143153,0,0,78.86,37,345,3201,1783446840.7318802
2026/07/07 17:54:01.301,4,143771,143153,0,0,78.93,37,345,3201,1783446841.3675835
2026/07/07 17:54:01.938,4,143771,143153,0,0,78.95,37,345,3201,1783446842.0028498
2026/07/07 17:54:02.571,4,143771,143153,0,0,78.92,37,345,3201,1783446842.6355782
2026/07/07 17:54:03.235,4,143771,143153,0,0,78.87,37,345,3201,1783446843.373392
2026/07/07 17:54:03.941,4,143771,143153,0,0,78.87,37,345,3201,1783446844.005947
2026/07/07 17:54:04.581,4,143771,143153,0,0,78.90,37,345,3201,1783446844.6516929
2026/07/07 17:54:05.218,4,143771,143153,0,0,78.98,37,345,3201,1783446845.2831156
2026/07/07 17:54:05.858,4,143771,143153,0,0,78.96,37,345,3201,1783446845.9259071
2026/07/07 17:54:06.493,4,143771,143153,0,0,78.90,37,345,3201,1783446846.556627
2026/07/07 17:54:07.126,4,143771,143153,0,0,78.85,37,345,3201,1783446847.1953726
2026/07/07 17:54:07.763,4,143771,143153,0,0,78.86,37,345,3201,1783446847.82729
2026/07/07 17:54:08.401,4,143771,143153,0,0,78.92,37,345,3201,1783446848.4678516
2026/07/07 17:54:09.035,4,143771,143153,0,0,78.89,37,345,3201,1783446849.099578
2026/07/07 17:54:09.672,4,143771,143153,0,0,78.91,37,345,3201,1783446849.7368221
2026/07/07 17:54:10.304,4,143771,143153,0,0,78.89,37,345,3201,1783446850.3684669
2026/07/07 17:54:10.936,4,143771,143153,0,0,78.94,37,345,3201,1783446851.0007384
2026/07/07 17:54:11.575,4,143771,143153,0,0,78.94,37,345,3201,1783446851.6443048
2026/07/07 17:54:12.214,4,143771,143153,0,0,78.89,37,345,3201,1783446852.2786555
2026/07/07 17:54:12.854,4,143771,143153,0,0,78.87,37,345,3201,1783446852.920778
2026/07/07 17:54:13.492,4,143771,143153,0,0,78.86,37,345,3201,1783446853.5569363
2026/07/07 17:54:14.132,4,143771,143153,0,0,78.93,37,345,3201,1783446854.2008345
