model,config_id,hash,cap,chunk,policy,mem,is_cookbook,workload,request_throughput,output_throughput,total_throughput,input_throughput,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,tpot_p50_ms,tpot_p95_ms,tpot_mean_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,e2e_mean_ms,n_rep,request_throughput_ci95,d_request_throughput,d_output_throughput,d_total_throughput,d_input_throughput,d_ttft_p50_ms,d_ttft_p95_ms,d_ttft_p99_ms,d_ttft_mean_ms,d_tpot_p50_ms,d_tpot_p95_ms,d_tpot_mean_ms,d_e2e_p50_ms,d_e2e_p95_ms,d_e2e_p99_ms,d_e2e_mean_ms,pareto_ttft_outthr,pareto_e2e_reqthr,pareto_full
qwen,42,cap16_chunk8192_pollpm_mem0.85,16,8192,lpm,0.85,0,R_concurrent_decode,7.494953042493752,1918.7079788784008,3417.698587377151,1498.9906084987504,1169.378611491993,2220.7871098537,2225.117053645663,1169.306648953352,7.984534952351275,7.988657498020021,7.980498951784894,3204.371670493856,4257.601063349284,4257.765313554555,3204.0840716508683,1,,-0.37915160622393906,-0.37915160622393906,-0.37915160622393906,-0.3791516062239392,-7.194402306446111,-14.349965556630627,-14.060676165312659,-7.258613553034159,0.18439042285014828,0.1846251486921815,0.1853979950025103,-0.2141414686664791,-0.6118968249270524,-0.6118408654347864,-0.21391380593411946,False,False,True
qwen,43,cap16_chunk8192_pollpm_mem0.9,16,8192,lpm,0.9,0,R_concurrent_decode,7.504192439364109,1921.073264477212,3421.9117523500336,1500.8384878728218,1157.623332226649,2206.122224871069,2210.779437203892,1157.6214705273742,7.988062641565122,7.995561358573682,7.982156543570852,3193.322139326483,4244.8627611855045,4245.143482387066,3192.821334800101,1,,-0.37838625590434427,-0.37838625590434427,-0.3783862559043444,-0.37838625590434427,-7.1120273710930935,-14.248602630676794,-13.96363219279077,-7.176083129552191,0.18403007411034167,0.18392049534162958,0.1852287978632754,-0.20995478391852584,-0.6070741962901163,-0.607062682098187,-0.20964675443047232,False,False,True
qwen,51,cap24_chunk-1_pollpm_mem0.9,24,-1,lpm,0.9,0,R_concurrent_decode,7.524007904105378,1926.1460234509768,3430.947604272053,1504.8015808210755,125.79324189573526,2365.15503495466,2365.3032197011635,684.5735028909985,8.596173987961283,8.604371348781731,8.285268138886806,2318.1332929525524,4235.691461735405,4235.809611780569,2797.047785439645,1,,-0.37674483141685344,-0.37674483141685344,-0.37674483141685333,-0.37674483141685355,0.11850582745774407,-15.347829182526745,-15.00952442763641,-3.8350259652455074,0.1219123125808309,0.12178134926312556,0.1542889638035091,0.1216556472563316,-0.6036020089611229,-0.6035292055046468,-0.059702194659708496,False,False,True
qwen,55,cap24_chunk-1_polfcfs_mem0.9,24,-1,fcfs,0.9,0,R_concurrent_decode,7.524938440166508,1926.384240682626,3431.371928715928,1504.9876880333018,124.86831145361066,2364.4585005240515,2364.696216620505,684.3030635645846,8.591411785021716,8.594688546807305,8.279419867123645,2315.469905501232,4236.016898998059,4236.290547531098,2795.285943779163,1,,-0.376667749970762,-0.376667749970762,-0.3766677499707619,-0.3766677499707619,0.12498726304563967,-15.343014772594604,-15.005415935090294,-3.833115898379476,0.12239876524827131,0.12276963962631826,0.15488592070217222,0.12266480895300702,-0.6037252171439893,-0.603711270940213,-0.059034695347049304,False,False,True
qwen,60,cap24_chunk2048_polfcfs_mem0.75,24,2048,fcfs,0.75,0,R_concurrent_decode,7.525475420177462,1926.5217075654305,3431.6167916009226,1505.0950840354924,117.42144031450152,2369.9278339743614,2370.0695789512247,680.0728906382574,8.594837494413643,8.603649841831018,8.278977796565306,2308.99704922922,4237.851791665889,4237.878586137667,2790.9431815496646,1,,-0.3766232689479456,-0.3766232689479456,-0.3766232689479456,-0.3766232689479456,0.1771710959278444,-15.380818522313557,-15.041785468930893,-3.803238908034545,0.12204883361101737,0.12185499100115238,0.15493104464308727,0.12511738438079945,-0.6044198941748689,-0.6043124467527474,-0.057389376776004086,False,False,True
qwen,62,cap24_chunk2048_polfcfs_mem0.85,24,2048,fcfs,0.85,0,R_concurrent_decode,7.566587491426165,1937.0463978050984,3450.3638960903318,1513.3174982852331,103.58007834292948,2340.6348013319075,2340.8787217875943,662.4160690116696,8.604535140900634,8.613406788771366,8.29018214831348,2298.082852503285,4212.466805591248,4212.797145503573,2776.1431856197305,1,,-0.3732177288124905,-0.3732177288124904,-0.3732177288124904,-0.3732177288124905,0.2741642231747097,-15.178346596879631,-14.844207527577636,-3.6785317864942977,0.12105823197951282,0.12085913291577621,0.15378737086355265,0.12925279069591633,-0.5948093229058118,-0.594817491535439,-0.051782183273787696,False,False,True
qwen,63,cap24_chunk2048_polfcfs_mem0.9,24,2048,fcfs,0.9,0,R_concurrent_decode,7.589133462715115,1942.818166455069,3460.6448589980923,1517.826692543023,97.05427871085703,2330.805661017075,2331.057912535034,655.1037118333625,8.606517558698268,8.613516269426768,8.29169557835349,2291.9972804374997,4203.144931606948,4203.493064898066,2769.2167212662757,1,,-0.3713501213729904,-0.3713501213729904,-0.3713501213729903,-0.3713501213729903,0.31989366189621293,-15.110408087774221,-14.777735506435295,-3.6268858541364777,0.12085573065021671,0.12084795860105035,0.15363288890039917,0.13155862352850067,-0.5912801291523129,-0.5912952923932002,-0.049157991611851415,False,False,True
qwen,68,cap24_chunk8192_polfcfs_mem0.75,24,8192,fcfs,0.75,0,R_concurrent_decode,7.538278902333618,1929.7993989974063,3437.45517946413,1507.655780466724,110.0419017020613,2357.84081898164,2358.0505825812,671.5939194546081,8.60655740469548,8.613258304680981,8.291000827933146,2304.939419729635,4229.242438147776,4229.525355082005,2785.5298094946197,1,,-0.37556268574131024,-0.37556268574131013,-0.37556268574131013,-0.37556268574131,0.22888309718390853,-15.297273700300892,-14.960435046549998,-3.743353379806555,0.1208516604348403,0.120874288177239,0.15370380490312086,0.12665482658367955,-0.6011604554923717,-0.6011502059568368,-0.055338442116573905,False,False,True
qwen,69,cap24_chunk8192_polfcfs_mem0.8,24,8192,fcfs,0.8,0,R_concurrent_decode,7.5313604275363,1928.0282694492928,3434.300354956553,1506.27208550726,118.85450128465892,2364.646654366516,2364.785484499298,679.9113784654764,8.604276364705726,8.610455370959633,8.285682774523902,2313.044788315892,4232.58371904958,4232.649329048581,2792.491270825849,1,,-0.376135781255177,-0.376135781255177,-0.376135781255177,-0.376135781255177,0.1671289436225677,-15.344315282214982,-15.006020143580027,-3.8020981750879708,0.12108466562206877,0.12116037400165147,0.1542466402566529,0.12358368967093658,-0.6024254401625351,-0.6023328331171107,-0.05797589289204663,False,False,True
qwen,75,cap32_chunk-1_pollpm_mem0.9,32,-1,lpm,0.9,0,R_concurrent_decode,12.14887929420305,3110.113099315981,5539.888958156591,2429.77585884061,122.49172385782003,125.0426665181294,127.22851896192878,122.11732067225968,9.779052178868476,9.788178732153602,9.78194362239742,2616.2266929168254,2618.542407220229,2620.054958118126,2616.2068368284963,1,,0.006358832833407435,0.006358832833407435,0.006358832833407435,0.006358832833407435,0.14164116340351474,0.13571156116401373,0.1388554054095682,0.13750617901055306,0.0010828858373868044,0.0009541928312504222,0.0015172064153757825,0.008707588900595864,0.008638872141116472,0.00813893200369975,0.008812026343296697,False,False,True
