index,start_us,duration_us,gap_to_next_kernel_us,layer,role,kind,short_name,grid_x,block_x,graph_node_id
203,38512.212,30.688,0.96,6,moe_count_sort,moe_count_sort,count_and_sort_expert_tokens_kernel,250,256,
204,38543.86,3171.753,2.112,6,moe_up,fused_moe,fused_moe_kernel,57848,128,
205,41717.725,155.457,2.048,6,moe_activation,act_and_mul,act_and_mul_kernel,64000,224,
206,41875.23,1601.124,1.12,6,moe_down,fused_moe,fused_moe_kernel,33056,128,
207,43477.474,75.777,0.192,6,moe_sum,moe_sum,moe_sum_reduce_warp_per_token_vec_kernel,8,256,
208,43553.443,61.6,4.928,7,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
209,43619.971,520.033,2.176,7,conv_in_proj,gemm,nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN,2,384,
210,44142.18,89.409,1.12,7,conv_b_gate_mul,mul,elementwise_kernel,64000,128,
211,44232.709,220.32,43.552,7,conv_layout_copy,copy_bf16,elementwise_kernel,64000,128,
212,44496.581,1.152,27.681,7,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
