index,start_us,duration_us,gap_to_next_activity_us,activity,name,bytes,kernel_index
254,37983.41,3.36,-0.224,kernel,attention_prepare,0,196
255,37986.546,605.89,1.28,kernel,attention,0,197
256,38593.716,1.376,1.792,memset,memset,4,
257,38596.884,174.176,-0.128,kernel,gemm,0,198
258,38770.932,62.4,1.216,kernel,fused_add_rmsnorm,0,199
259,38834.548,20.608,1.984,kernel,gemm,0,200
260,38857.14,3.105,1.056,kernel,topk_sigmoid,0,201
261,38861.301,14.848,1.056,kernel,moe_align,0,202
262,38877.205,30.688,0.96,kernel,moe_count_sort,0,203
263,38908.853,3171.753,2.112,kernel,fused_moe,0,204
264,42082.718,155.457,2.048,kernel,act_and_mul,0,205
265,42240.223,1601.124,1.12,kernel,fused_moe,0,206
