index,start_us,duration_us,gap_to_next_activity_us,activity,name,bytes,kernel_index
319,58380.592,0.768,1.6,memset,memset,4,
320,58382.96,182.656,-0.256,kernel,gemm,0,249
321,58565.36,62.625,1.216,kernel,fused_add_rmsnorm,0,250
322,58629.201,20.512,1.024,kernel,gemm,0,251
323,58650.737,3.296,1.024,kernel,topk_sigmoid,0,252
324,58655.057,15.552,0.928,kernel,moe_align,0,253
325,58671.537,21.888,0.992,kernel,moe_count_sort,0,254
326,58694.417,3161.033,1.952,kernel,fused_moe,0,255
327,61857.402,155.905,2.176,kernel,act_and_mul,0,256
328,62015.483,1595.717,1.088,kernel,fused_moe,0,257
329,63612.288,74.496,-0.16,kernel,moe_sum,0,258
330,63686.624,63.776,1.472,kernel,fused_add_rmsnorm,0,259
331,63751.872,1.088,1.6,memset,memset,4,
332,63754.56,266.273,1.184,kernel,gemm,0,260
333,64022.017,78.4,-0.128,kernel,copy_bf16,0,261
334,64100.289,617.41,1.248,kernel,rmsnorm,0,262
335,64718.947,21.92,-0.128,kernel,copy_bf16,0,263
336,64740.739,155.904,2.112,kernel,rmsnorm,0,264
337,64898.755,57.089,-0.128,kernel,rope,0,265
338,64955.716,15.744,1.248,kernel,store_kv,0,266
339,64972.708,3.328,-0.096,kernel,attention_prepare,0,267
340,64975.94,660.162,1.216,kernel,attention,0,268
341,65637.318,1.312,1.888,memset,memset,4,
342,65640.518,181.664,-0.16,kernel,gemm,0,269
343,65822.022,62.112,1.184,kernel,fused_add_rmsnorm,0,270
344,65885.318,20.416,2.048,kernel,gemm,0,271
345,65907.782,3.232,1.024,kernel,topk_sigmoid,0,272
346,65912.038,15.521,1.088,kernel,moe_align,0,273
347,65928.647,34.336,0.992,kernel,moe_count_sort,0,274
348,65963.975,3181.609,2.048,kernel,fused_moe,0,275
349,69147.632,153.473,2.048,kernel,act_and_mul,0,276
350,69303.153,1601.476,1.152,kernel,fused_moe,0,277
351,70905.781,74.561,-0.192,kernel,moe_sum,0,278
352,70980.15,64.448,1.792,kernel,fused_add_rmsnorm,0,279
353,71046.39,0.8,2.432,memset,memset,4,
354,71049.622,528.993,2.049,kernel,gemm,0,280
355,71580.664,91.872,1.152,kernel,mul,0,281
356,71673.688,220.32,1.152,kernel,copy_bf16,0,282
357,71895.16,1.152,1.76,memcpy,memcpy_kind_8,16,
358,71898.072,0.736,43.041,memcpy,memcpy_kind_1,4,
359,71941.849,1.408,26.336,kernel,copy_int,0,283
360,71969.593,61.6,1.152,kernel,conv_fwd,0,284
361,72032.345,227.841,1.792,kernel,mul,0,285
362,72261.978,0.768,1.6,memset,memset,4,
363,72264.346,182.528,-0.128,kernel,gemm,0,286
364,72446.746,61.792,1.088,kernel,fused_add_rmsnorm,0,287
365,72509.626,21.92,0.992,kernel,gemm,0,288
366,72532.538,3.264,0.96,kernel,topk_sigmoid,0,289
367,72536.762,15.36,0.992,kernel,moe_align,0,290
368,72553.114,30.881,1.024,kernel,moe_count_sort,0,291
369,72585.019,3179.625,1.28,kernel,fused_moe,0,292
370,75765.924,153.729,1.376,kernel,act_and_mul,0,293
371,75921.029,1602.308,1.184,kernel,fused_moe,0,294
372,77524.521,75.489,-0.256,kernel,moe_sum,0,295
373,77599.754,63.872,1.792,kernel,fused_add_rmsnorm,0,296
374,77665.418,0.8,1.6,memset,memset,4,
375,77667.818,528.385,1.024,kernel,gemm,0,297
376,78197.227,92.193,2.112,kernel,mul,0,298
377,78291.532,220.224,1.984,kernel,copy_bf16,0,299
378,78513.74,0.992,1.76,memcpy,memcpy_kind_8,16,
379,78516.492,0.768,38.432,memcpy,memcpy_kind_1,4,
380,78555.692,1.28,23.553,kernel,copy_int,0,300
381,78580.525,61.12,1.472,kernel,conv_fwd,0,301
382,78643.117,228.64,1.632,kernel,mul,0,302
383,78873.389,0.8,1.6,memset,memset,4,
384,78875.789,180.897,-0.16,kernel,gemm,0,303
385,79056.526,61.888,1.12,kernel,fused_add_rmsnorm,0,304
386,79119.534,22.016,1.152,kernel,gemm,0,305
387,79142.702,3.456,1.024,kernel,topk_sigmoid,0,306
388,79147.182,15.392,1.024,kernel,moe_align,0,307
389,79163.598,34.144,0.96,kernel,moe_count_sort,0,308
390,79198.702,3177.578,2.08,kernel,fused_moe,0,309
391,82378.36,154.272,3.168,kernel,act_and_mul,0,310
392,82535.8,1602.693,1.056,kernel,fused_moe,0,311
393,84139.549,74.4,-0.128,kernel,moe_sum,0,312
394,84213.821,64.161,1.696,kernel,fused_add_rmsnorm,0,313
395,84279.678,0.8,1.568,memset,memset,4,
396,84282.046,526.817,1.216,kernel,gemm,0,314
397,84810.079,92.385,1.12,kernel,mul,0,315
398,84903.584,220.256,1.12,kernel,copy_bf16,0,316
399,85124.96,0.896,1.792,memcpy,memcpy_kind_8,16,
400,85127.648,0.768,36.8,memcpy,memcpy_kind_1,4,
401,85165.216,1.088,23.008,kernel,copy_int,0,317
402,85189.312,61.825,1.184,kernel,conv_fwd,0,318
403,85252.321,227.808,1.856,kernel,mul,0,319
404,85481.985,0.768,1.568,memset,memset,4,
405,85484.321,183.009,-0.16,kernel,gemm,0,320
406,85667.17,62.208,1.056,kernel,fused_add_rmsnorm,0,321
407,85730.434,22.176,0.928,kernel,gemm,0,322
408,85753.538,3.328,0.992,kernel,topk_sigmoid,0,323
409,85757.858,15.488,0.96,kernel,moe_align,0,324
410,85774.306,36.096,0.928,kernel,moe_count_sort,0,325
411,85811.33,3181.578,1.12,kernel,fused_moe,0,326
412,88994.028,155.808,1.152,kernel,act_and_mul,0,327
413,89150.988,1600.549,1.12,kernel,fused_moe,0,328
414,90752.657,73.536,-0.16,kernel,moe_sum,0,329
415,90826.033,64.225,1.344,kernel,fused_add_rmsnorm,0,330
416,90891.602,1.056,1.536,memset,memset,4,
417,90894.194,265.728,1.088,kernel,gemm,0,331
418,91161.01,78.721,-0.128,kernel,copy_bf16,0,332
419,91239.603,617.377,2.016,kernel,rmsnorm,0,333
420,91858.996,22.336,-0.128,kernel,copy_bf16,0,334
421,91881.204,155.937,1.024,kernel,rmsnorm,0,335
422,92038.165,57.216,-0.128,kernel,rope,0,336
423,92095.253,16.16,2.048,kernel,store_kv,0,337
424,92113.461,3.136,-0.064,kernel,attention_prepare,0,338
425,92116.533,659.298,1.76,kernel,attention,0,339
426,92777.591,1.088,1.856,memset,memset,4,
427,92780.535,181.921,-0.16,kernel,gemm,0,340
428,92962.296,61.888,2.048,kernel,fused_add_rmsnorm,0,341
429,93026.232,20.256,1.152,kernel,gemm,0,342
430,93047.64,3.424,0.992,kernel,topk_sigmoid,0,343
431,93052.056,15.552,1.728,kernel,moe_align,0,344
432,93069.336,31.264,0.992,kernel,moe_count_sort,0,345
433,93101.592,3166.922,1.12,kernel,fused_moe,0,346
434,96269.634,153.888,1.12,kernel,act_and_mul,0,347
435,96424.642,1596.005,2.016,kernel,fused_moe,0,348
436,98022.663,76.384,-0.128,kernel,moe_sum,0,349
437,98098.919,64.992,1.632,kernel,fused_add_rmsnorm,0,350
438,98165.543,0.8,1.632,memset,memset,4,
439,98167.975,548.162,1.152,kernel,gemm,0,351
440,98717.289,94.976,1.984,kernel,mul,0,352
441,98814.249,220.833,2.272,kernel,copy_bf16,0,353
442,99037.354,0.928,1.76,memcpy,memcpy_kind_8,16,
443,99040.042,0.736,44.16,memcpy,memcpy_kind_1,4,
444,99084.938,1.12,26.592,kernel,copy_int,0,354
445,99112.65,63.68,1.152,kernel,conv_fwd,0,355
446,99177.482,228.833,1.792,kernel,mul,0,356
447,99408.107,0.8,1.6,memset,memset,4,
448,99410.507,190.689,-0.128,kernel,gemm,0,357
449,99601.068,63.328,1.184,kernel,fused_add_rmsnorm,0,358
450,99665.58,20.544,1.408,kernel,gemm,0,359
451,99687.532,3.488,0.96,kernel,topk_sigmoid,0,360
452,99691.98,15.936,0.992,kernel,moe_align,0,361
453,99708.908,28.8,0.992,kernel,moe_count_sort,0,362
454,99738.7,3182.506,2.016,kernel,fused_moe,0,363
455,102923.222,155.584,1.888,kernel,act_and_mul,0,364
456,103080.694,1607.781,1.216,kernel,fused_moe,0,365
457,104689.691,73.76,-0.16,kernel,moe_sum,0,366
458,104763.291,63.584,1.696,kernel,fused_add_rmsnorm,0,367
459,104828.571,0.8,1.568,memset,memset,4,
460,104830.939,546.402,1.28,kernel,gemm,0,368
461,105378.621,95.136,1.184,kernel,mul,0,369
462,105474.941,221.953,1.216,kernel,copy_bf16,0,370
463,105698.11,1.056,1.792,memcpy,memcpy_kind_8,16,
464,105700.958,0.736,37.152,memcpy,memcpy_kind_1,4,
465,105738.846,1.152,22.528,kernel,copy_int,0,371
466,105762.526,63.008,1.216,kernel,conv_fwd,0,372
467,105826.75,229.761,1.792,kernel,mul,0,373
468,106058.303,0.8,1.568,memset,memset,4,
469,106060.671,189.377,-0.128,kernel,gemm,0,374
470,106249.92,63.296,1.216,kernel,fused_add_rmsnorm,0,375
471,106314.432,20.416,1.024,kernel,gemm,0,376
472,106335.872,3.52,0.992,kernel,topk_sigmoid,0,377
473,106340.384,16.064,1.088,kernel,moe_align,0,378
474,106357.536,31.264,0.928,kernel,moe_count_sort,0,379
475,106389.728,3182.154,1.216,kernel,fused_moe,0,380
476,109573.098,156.096,1.12,kernel,act_and_mul,0,381
477,109730.314,1603.941,2.048,kernel,fused_moe,0,382
478,111336.303,76.992,-0.16,kernel,moe_sum,0,383
479,111413.135,63.04,1.664,kernel,fused_add_rmsnorm,0,384
480,111477.839,0.8,1.568,memset,memset,4,
481,111480.207,546.306,1.28,kernel,gemm,0,385
482,112027.793,95.424,1.952,kernel,mul,0,386
