index,start_us,duration_us,gap_to_next_kernel_us,layer,role,kind,short_name,grid_x,block_x,graph_node_id
171,9920.476,5.6,21.824,10,attn_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
172,9947.9,2.048,30.304,10,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
173,9980.252,5.056,35.392,10,moe_router,gemm,nvjet_tst_64x8_64x16_1x1_v_bz_TNT,1,384,
174,10020.7,2.464,131.424,10,moe_topk,topk_sigmoid,topkGatingSigmoid,1,32,
175,10154.588,4.289,74.464,10,moe_align,moe_align,moe_align_block_size_small_batch_expert_kernel,1,289,
176,10233.341,20.32,3.456,10,moe_up,fused_moe,fused_moe_kernel,448,128,
177,10257.117,1.216,54.368,10,moe_activation,act_and_mul,act_and_mul_kernel,4,224,
178,10312.701,14.56,94.848,10,moe_down,fused_moe,fused_moe_kernel,256,128,
179,10422.109,0.992,101.889,10,moe_sum,moe_sum,triton_poi_fused_copy__mul_sum_0,16,128,
180,10524.99,2.368,71.424,11,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
181,10598.782,9.216,23.584,11,conv_in_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
182,10631.582,0.992,25.568,11,conv_b_gate_mul,mul,vectorized_elementwise_kernel,2,128,
183,10658.142,1.12,20.896,11,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
184,10680.158,2.432,18.24,11,conv_kernel,conv_update,causal_conv1d_update_kernel,1,64,
185,10700.83,1.184,35.104,11,conv_c_gate_mul,mul,vectorized_elementwise_kernel,2,128,
186,10737.118,5.408,20.928,11,conv_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
187,10763.454,1.856,30.464,11,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
188,10795.774,4.768,34.624,11,moe_router,gemm,nvjet_tst_64x8_64x16_1x1_v_bz_TNT,1,384,
189,10835.166,1.984,155.073,11,moe_topk,topk_sigmoid,topkGatingSigmoid,1,32,
190,10992.223,4.416,73.44,11,moe_align,moe_align,moe_align_block_size_small_batch_expert_kernel,1,289,
191,11070.079,19.104,4.32,11,moe_up,fused_moe,fused_moe_kernel,448,128,
192,11093.503,1.376,56.544,11,moe_activation,act_and_mul,act_and_mul_kernel,4,224,
193,11151.423,14.784,87.457,11,moe_down,fused_moe,fused_moe_kernel,256,128,
