index,start_us,duration_us,gap_to_next_activity_us,activity,name,bytes,kernel_index
87,5222.639,0.96,99.008,kernel,moe_sum,0,85
88,5322.607,2.176,64.704,kernel,fused_add_rmsnorm,0,86
89,5389.487,9.472,17.184,kernel,gemm,0,87
90,5416.143,0.96,22.976,kernel,mul,0,88
91,5440.079,0.96,18.912,kernel,copy_int,0,89
92,5459.951,2.304,16.512,kernel,conv_update,0,90
93,5478.767,0.928,33.952,kernel,mul,0,91
94,5513.647,5.44,21.601,kernel,gemm,0,92
95,5540.688,1.92,31.744,kernel,fused_add_rmsnorm,0,93
96,5574.352,4.928,33.824,kernel,gemm,0,94
97,5613.104,2.24,132.544,kernel,topk_sigmoid,0,95
98,5747.888,4.384,74.4,kernel,moe_align,0,96
99,5826.672,19.2,5.28,kernel,fused_moe,0,97
100,5851.152,1.216,59.265,kernel,act_and_mul,0,98
101,5911.633,14.688,102.144,kernel,fused_moe,0,99
102,6028.465,0.928,113.984,kernel,moe_sum,0,100
103,6143.377,2.24,61.056,kernel,fused_add_rmsnorm,0,101
104,6206.673,5.92,53.121,kernel,gemm,0,102
105,6265.714,1.76,24.992,kernel,rmsnorm,0,103
106,6292.466,1.952,53.024,kernel,rmsnorm,0,104
107,6347.442,1.824,58.944,kernel,rope,0,105
108,6408.21,0.96,64.992,kernel,store_kv,0,106
109,6474.162,2.592,12.512,kernel,attention_prepare,0,107
110,6489.266,7.328,55.072,kernel,attention,0,108
111,6551.666,5.568,24.672,kernel,gemm,0,109
112,6581.906,1.888,33.857,kernel,fused_add_rmsnorm,0,110
113,6617.651,4.8,36.8,kernel,gemm,0,111
114,6659.251,2.208,139.584,kernel,topk_sigmoid,0,112
115,6801.043,4.288,74.496,kernel,moe_align,0,113
116,6879.827,20.832,4.448,kernel,fused_moe,0,114
117,6905.107,1.376,54.88,kernel,act_and_mul,0,115
118,6961.363,14.977,91.264,kernel,fused_moe,0,116
119,7067.604,0.96,96.672,kernel,moe_sum,0,117
120,7165.236,2.112,67.936,kernel,fused_add_rmsnorm,0,118
121,7235.284,9.28,23.808,kernel,gemm,0,119
122,7268.372,0.992,26.336,kernel,mul,0,120
123,7295.7,1.12,21.248,kernel,copy_int,0,121
124,7318.068,2.464,16.801,kernel,conv_update,0,122
125,7337.333,1.184,34.464,kernel,mul,0,123
126,7372.981,5.536,20.864,kernel,gemm,0,124
127,7399.381,1.824,30.496,kernel,fused_add_rmsnorm,0,125
128,7431.701,4.928,32.672,kernel,gemm,0,126
129,7469.301,2.016,128.736,kernel,topk_sigmoid,0,127
130,7600.053,4.384,70.304,kernel,moe_align,0,128
131,7674.741,19.457,3.232,kernel,fused_moe,0,129
132,7697.43,1.408,52.608,kernel,act_and_mul,0,130
133,7751.446,14.464,84.576,kernel,fused_moe,0,131
134,7850.486,0.928,98.336,kernel,moe_sum,0,132
135,7949.75,2.368,66.368,kernel,fused_add_rmsnorm,0,133
136,8018.486,8.832,18.337,kernel,gemm,0,134
137,8045.655,0.992,23.84,kernel,mul,0,135
138,8070.487,1.024,20.128,kernel,copy_int,0,136
139,8091.639,2.624,15.872,kernel,conv_update,0,137
140,8110.135,0.96,35.616,kernel,mul,0,138
141,8146.711,5.472,21.504,kernel,gemm,0,139
142,8173.687,1.888,32.448,kernel,fused_add_rmsnorm,0,140
