index,start_us,duration_us,gap_to_next_kernel_us,layer,role,kind,short_name,grid_x,block_x,graph_node_id
189,36381.613,259.393,1.152,6,attn_qkv_proj,gemm,nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT,2,384,
190,36642.158,77.408,-0.128,6,attn_q_layout_copy,copy_bf16,elementwise_kernel,64000,128,
191,36719.438,617.378,1.984,6,attn_q_norm,rmsnorm,RMSNormKernel,512000,32,
192,37338.8,21.792,-0.096,6,attn_k_layout_copy,copy_bf16,elementwise_kernel,16000,128,
193,37360.496,155.776,1.184,6,attn_k_norm,rmsnorm,RMSNormKernel,128000,32,
194,37517.456,55.584,-0.128,6,attn_rope,rope,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,1000,8,
195,37572.912,16.0,2.24,6,attn_store_kv,store_kv,store_kvcache,8000,128,
196,37591.152,2.912,-0.032,6,attn_prepare,attention_prepare,prepare_varlen_num_blocks_kernel,1,32,
197,37594.032,614.466,4.576,6,attn_kernel,attention,device_kernel,132,512,
198,38213.074,176.513,-0.384,6,attn_out_proj,gemm,nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN,2,384,
199,38389.203,62.496,2.144,6,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
200,38453.843,20.128,1.088,6,moe_router,gemm,nvjet_tst_32x128_64x10_1x2_h_bz_TNN,2,384,
201,38475.059,3.168,1.024,6,moe_topk,topk_sigmoid,topkGatingSigmoid,500,32,
202,38479.251,14.784,1.824,6,moe_align,moe_align,moe_align_block_size_kernel,2,1024,
203,38495.859,30.88,1.088,6,moe_count_sort,moe_count_sort,count_and_sort_expert_tokens_kernel,250,256,
204,38527.827,3187.914,1.12,6,moe_up,fused_moe,fused_moe_kernel,57848,128,
205,41716.861,154.72,1.312,6,moe_activation,act_and_mul,act_and_mul_kernel,64000,224,
206,41872.893,1604.645,1.92,6,moe_down,fused_moe,fused_moe_kernel,33056,128,
207,43479.458,74.944,-0.128,6,moe_sum,moe_sum,moe_sum_reduce_warp_per_token_vec_kernel,8,256,
208,43554.274,61.985,4.128,7,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
209,43620.387,521.537,1.12,7,conv_in_proj,gemm,nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN,2,384,
210,44143.044,89.44,2.08,7,conv_b_gate_mul,mul,elementwise_kernel,64000,128,
211,44234.564,221.153,52.352,7,conv_layout_copy,copy_bf16,elementwise_kernel,64000,128,
212,44508.069,1.12,28.352,7,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
213,44537.541,58.081,0.896,7,conv_kernel,conv_fwd,causal_conv1d_fwd_kernel,4,128,
214,44596.518,227.68,4.16,7,conv_c_gate_mul,mul,elementwise_kernel,64000,128,
215,44828.358,175.905,-0.32,7,conv_out_proj,gemm,nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN,2,384,
216,45003.943,61.92,1.12,7,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
217,45066.983,20.544,1.216,7,moe_router,gemm,nvjet_tst_32x128_64x10_1x2_h_bz_TNN,2,384,
218,45088.743,3.2,0.928,7,moe_topk,topk_sigmoid,topkGatingSigmoid,500,32,
219,45092.871,14.912,0.96,7,moe_align,moe_align,moe_align_block_size_kernel,2,1024,
220,45108.743,21.504,1.024,7,moe_count_sort,moe_count_sort,count_and_sort_expert_tokens_kernel,250,256,
221,45131.271,3184.97,1.312,7,moe_up,fused_moe,fused_moe_kernel,57848,128,
222,48317.553,155.808,1.088,7,moe_activation,act_and_mul,act_and_mul_kernel,64000,224,
223,48474.449,1609.701,1.28,7,moe_down,fused_moe,fused_moe_kernel,33056,128,
224,50085.43,75.84,-0.128,7,moe_sum,moe_sum,moe_sum_reduce_warp_per_token_vec_kernel,8,256,
225,50161.142,61.824,4.192,8,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
226,50227.158,520.482,1.056,8,conv_in_proj,gemm,nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN,2,384,
227,50748.696,89.696,1.088,8,conv_b_gate_mul,mul,elementwise_kernel,64000,128,
228,50839.48,219.873,46.144,8,conv_layout_copy,copy_bf16,elementwise_kernel,64000,128,
229,51105.497,1.12,25.76,8,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
230,51132.377,58.112,1.056,8,conv_kernel,conv_fwd,causal_conv1d_fwd_kernel,4,128,
231,51191.545,226.913,4.128,8,conv_c_gate_mul,mul,elementwise_kernel,64000,128,
232,51422.586,175.169,-0.16,8,conv_out_proj,gemm,nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN,2,384,
233,51597.595,62.752,1.216,8,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
234,51661.563,20.192,1.056,8,moe_router,gemm,nvjet_tst_32x128_64x10_1x2_h_bz_TNN,2,384,
235,51682.811,3.104,0.96,8,moe_topk,topk_sigmoid,topkGatingSigmoid,500,32,
236,51686.875,14.912,1.024,8,moe_align,moe_align,moe_align_block_size_kernel,2,1024,
237,51702.811,25.856,0.96,8,moe_count_sort,moe_count_sort,count_and_sort_expert_tokens_kernel,250,256,
238,51729.627,3186.666,1.152,8,moe_up,fused_moe,fused_moe_kernel,57848,128,
239,54917.445,156.288,1.312,8,moe_activation,act_and_mul,act_and_mul_kernel,64000,224,
240,55075.045,1602.469,1.184,8,moe_down,fused_moe,fused_moe_kernel,33056,128,
241,56678.698,76.736,-0.128,8,moe_sum,moe_sum,moe_sum_reduce_warp_per_token_vec_kernel,8,256,
242,56755.306,61.984,4.064,9,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
243,56821.354,528.098,1.088,9,conv_in_proj,gemm,nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN,2,384,
244,57350.54,92.192,1.952,9,conv_b_gate_mul,mul,elementwise_kernel,64000,128,
245,57444.684,220.545,43.968,9,conv_layout_copy,copy_bf16,elementwise_kernel,64000,128,
246,57709.197,1.248,23.2,9,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
247,57733.645,60.736,1.088,9,conv_kernel,conv_fwd,causal_conv1d_fwd_kernel,4,128,
248,57795.469,226.913,4.064,9,conv_c_gate_mul,mul,elementwise_kernel,64000,128,
249,58026.446,182.656,-0.256,9,conv_out_proj,gemm,nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN,2,384,
250,58208.846,62.625,1.216,9,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
251,58272.687,20.512,1.024,9,moe_router,gemm,nvjet_tst_32x128_64x10_1x2_h_bz_TNN,2,384,
252,58294.223,3.296,1.024,9,moe_topk,topk_sigmoid,topkGatingSigmoid,500,32,
253,58298.543,15.552,0.928,9,moe_align,moe_align,moe_align_block_size_kernel,2,1024,
254,58315.023,21.888,0.992,9,moe_count_sort,moe_count_sort,count_and_sort_expert_tokens_kernel,250,256,
255,58337.903,3161.033,1.952,9,moe_up,fused_moe,fused_moe_kernel,57848,128,
256,61500.888,155.905,2.176,9,moe_activation,act_and_mul,act_and_mul_kernel,64000,224,
257,61658.969,1595.717,1.088,9,moe_down,fused_moe,fused_moe_kernel,33056,128,
258,63255.774,74.496,-0.16,9,moe_sum,moe_sum,moe_sum_reduce_warp_per_token_vec_kernel,8,256,
259,63330.11,63.776,4.16,10,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
260,63398.046,266.273,1.184,10,attn_qkv_proj,gemm,nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT,2,384,
261,63665.503,78.4,-0.128,10,attn_q_layout_copy,copy_bf16,elementwise_kernel,64000,128,
