model,regime,configuration,repeat,idx,ttft_ms,e2e_ms,output_tokens
qwen,C64_O512,cap_only,5,13,140.074,5450.623,512
qwen,C64_O512,cap_only,5,62,80.251,5387.867,512
qwen,C64_O512,cap_only,5,20,130.763,5441.329,512
qwen,C64_O512,cap_only,5,29,119.159,5430.485,512
qwen,C64_O512,cap_only,5,52,93.414,5401.263,512
qwen,C64_O512,cap_only,5,9,144.411,5456.172,512
qwen,C64_O512,cap_only,5,33,114.665,5425.584,512
qwen,C64_O512,cap_only,5,14,138.549,5450.134,512
qwen,C64_O512,cap_only,5,15,137.682,5448.78,512
qwen,C64_O512,cap_only,5,12,141.772,5453.906,512
qwen,C64_O512,cap_only,5,54,90.383,5400.555,512
qwen,C64_O512,cap_only,5,46,101.382,5410.663,512
qwen,C64_O512,cap_only,5,7,146.511,5460.724,512
qwen,C64_O512,cap_only,5,34,113.21,5427.805,512
qwen,C64_O512,cap_only,5,6,148.069,5462.51,512
qwen,C64_O512,cap_only,5,57,87.656,5398.205,512
qwen,C64_O512,cap_only,5,18,134.212,5448.707,512
qwen,C128_O256,cap_only,5,123,82.163,3260.217,256
qwen,C128_O256,cap_only,5,35,106.472,3373.264,256
qwen,C128_O256,cap_only,5,105,106.698,3286.451,256
qwen,C128_O256,cap_only,5,36,107.251,3373.585,256
qwen,C128_O256,cap_only,5,43,133.169,3365.713,256
qwen,C128_O256,cap_only,5,40,134.807,3368.954,256
qwen,C128_O256,cap_only,5,80,138.011,3321.236,256
qwen,C128_O256,cap_only,5,3,152.814,3416.607,256
qwen,C128_O256,cap_only,5,76,142.322,3326.887,256
qwen,C128_O256,cap_only,5,121,84.936,3268.561,256
qwen,C128_O256,cap_only,5,71,98.194,3333.967,256
qwen,C128_O256,cap_only,5,31,110.65,3381.993,256
qwen,C128_O256,cap_only,5,41,135.371,3371.015,256
qwen,C128_O256,cap_only,5,46,127.34,3364.93,256
qwen,C128_O256,cap_only,5,83,133.055,3320.735,256
qwen,C128_O256,cap_only,5,20,127.223,3398.699,256
qwen,C128_O256,cap_only,5,57,115.847,3353.412,256
qwen,C128_O256,cap_only,5,113,97.374,3283.05,256
qwen,C128_O256,cap_only,5,110,101.425,3287.575,256
qwen,C128_O256,cap_only,5,51,123.363,3361.148,256
qwen,C128_O256,cap_only,5,24,121.403,3395.689,256
qwen,C128_O256,cap_only,5,108,103.51,3290.603,256
qwen,C128_O256,cap_only,5,27,118.136,3392.09,256
qwen,C128_O256,cap_only,5,0,104.869,3424.898,256
qwen,C128_O256,cap_only,5,52,120.73,3361.503,256
qwen,C128_O256,cap_only,5,49,125.778,3365.149,256
qwen,C128_O256,cap_only,5,70,98.027,3339.555,256
qwen,C128_O256,cap_only,5,86,129.273,3320.659,256
qwen,C128_O256,cap_only,5,63,109.33,3349.075,256
qwen,C128_O256,cap_only,5,117,91.911,3280.971,256
qwen,C128_O256,cap_only,5,109,102.604,3291.324,256
qwen,C128_O256,cap_only,5,30,115.524,3388.958,256
qwen,C128_O256,cap_only,5,5,144.561,3420.987,256
qwen,C128_O256,cap_only,5,28,116.196,3392.859,256
qwen,C128_O256,cap_only,5,72,146.68,3339.094,256
qwen,C128_O256,cap_only,5,100,112.185,3303.721,256
qwen,C128_O256,cap_only,5,14,132.832,3410.723,256
qwen,C128_O256,cap_only,5,6,148.484,3420.9,256
qwen,C128_O256,cap_only,5,64,107.529,3349.648,256
qwen,C128_O256,cap_only,5,66,104.214,3347.546,256
qwen,C128_O256,cap_only,5,47,125.814,3370.433,256
qwen,C128_O256,cap_only,5,58,114.444,3357.43,256
qwen,C128_O256,cap_only,5,118,91.005,3282.246,256
qwen,C128_O256,cap_only,5,10,138.074,3417.415,256
qwen,C128_O256,cap_only,5,85,131.07,3324.995,256
qwen,C128_O256,cap_only,5,81,137.016,3330.169,256
qwen,C128_O256,cap_only,5,2,147.446,3427.365,256
qwen,C128_O256,cap_only,5,103,107.285,3302.08,256
qwen,C128_O256,cap_only,5,7,142.769,3422.076,256
qwen,C128_O256,cap_only,5,54,118.064,3364.572,256
qwen,C128_O256,cap_only,5,97,116.718,3311.142,256
qwen,C128_O256,cap_only,5,39,137.17,3382.151,256
qwen,C128_O256,cap_only,5,74,143.795,3340.148,256
qwen,C128_O256,cap_only,5,69,100.001,3346.199,256
qwen,C128_O256,cap_only,5,125,80.178,3273.726,256
qwen,C128_O256,cap_only,5,107,104.336,3298.796,256
qwen,C128_O256,cap_only,5,98,113.167,3310.309,256
qwen,C128_O256,cap_only,5,77,140.472,3337.19,256
qwen,C128_O256,cap_only,5,116,93.768,3288.088,256
qwen,C128_O256,cap_only,5,127,76.776,3271.529,256
qwen,C128_O256,cap_only,5,17,132.823,3411.823,256
qwen,C128_O256,cap_only,5,79,137.786,3335.466,256
qwen,C128_O256,cap_only,5,9,144.084,3422.06,256
qwen,C128_O256,cap_only,5,45,129.522,3377.583,256
qwen,C128_O256,cap_only,5,89,127.391,3324.586,256
qwen,C128_O256,cap_only,5,23,124.292,3405.944,256
qwen,C128_O256,cap_only,5,4,145.149,3429.402,256
qwen,C128_O256,cap_only,5,12,139.365,3420.362,256
qwen,C128_O256,cap_only,5,32,113.003,3395.323,256
qwen,C128_O256,cap_only,5,94,120.298,3319.893,256
qwen,C128_O256,cap_only,5,18,133.923,3414.149,256
qwen,C128_O256,cap_only,5,42,132.657,3383.789,256
qwen,C128_O256,cap_only,5,50,124.997,3375.055,256
qwen,C128_O256,cap_only,5,92,121.497,3323.879,256
qwen,C128_O256,cap_only,5,67,102.687,3354.869,256
qwen,C128_O256,cap_only,5,114,95.031,3295.173,256
qwen,C128_O256,cap_only,5,124,80.707,3280.97,256
qwen,C128_O256,cap_only,5,56,117.315,3369.415,256
qwen,C128_O256,cap_only,5,48,124.939,3378.728,256
qwen,C128_O256,cap_only,5,65,104.205,3358.6,256
qwen,C128_O256,cap_only,5,120,88.953,3289.523,256
qwen,C128_O256,cap_only,5,59,111.589,3366.231,256
qwen,C128_O256,cap_only,5,29,114.333,3402.031,256
qwen,C128_O256,cap_only,5,90,125.289,3327.548,256
qwen,C128_O256,cap_only,5,8,140.214,3429.341,256
qwen,C128_O256,cap_only,5,111,100.322,3301.472,256
qwen,C128_O256,cap_only,5,101,108.721,3313.801,256
qwen,C128_O256,cap_only,5,55,117.342,3372.215,256
qwen,C128_O256,cap_only,5,11,136.731,3426.766,256
qwen,C128_O256,cap_only,5,88,127.884,3332.905,256
qwen,C128_O256,cap_only,5,61,109.279,3365.955,256
qwen,C128_O256,cap_only,5,1,152.093,3439.062,256
qwen,C128_O256,cap_only,5,33,111.104,3399.71,256
qwen,C128_O256,cap_only,5,62,111.475,3365.983,256
qwen,C128_O256,cap_only,5,96,115.485,3322.493,256
qwen,C128_O256,cap_only,5,84,133.347,3338.658,256
qwen,C128_O256,cap_only,5,37,103.468,3394.866,256
qwen,C128_O256,cap_only,5,91,122.471,3328.932,256
qwen,C128_O256,cap_only,5,25,121.682,3412.057,256
qwen,C128_O256,cap_only,5,87,128.605,3335.791,256
qwen,C128_O256,cap_only,5,112,98.124,3303.009,256
qwen,C128_O256,cap_only,5,82,133.832,3341.663,256
qwen,C128_O256,cap_only,5,60,111.42,3369.728,256
qwen,C128_O256,cap_only,5,119,89.964,3295.131,256
qwen,C128_O256,cap_only,5,106,102.275,3311.185,256
qwen,C128_O256,cap_only,5,53,120.975,3378.249,256
qwen,C128_O256,cap_only,5,26,117.535,3410.576,256
qwen,C128_O256,cap_only,5,13,134.041,3428.166,256
qwen,C128_O256,cap_only,5,104,105.897,3314.198,256
qwen,C128_O256,cap_only,5,22,124.661,3418.222,256
qwen,C128_O256,cap_only,5,73,96.612,3354.729,256
qwen,C128_O256,cap_only,5,15,133.344,3427.171,256
qwen,C128_O256,cap_only,5,78,139.674,3348.451,256
qwen,C128_O256,cap_only,5,126,78.306,3285.549,256
qwen,C128_O256,cap_only,5,19,127.903,3422.187,256
qwen,C128_O256,cap_only,5,75,143.66,3352.546,256
qwen,C128_O256,cap_only,5,68,100.714,3361.219,256
qwen,C128_O256,cap_only,5,99,113.404,3322.918,256
qwen,C128_O256,cap_only,5,122,83.078,3291.203,256
qwen,C128_O256,cap_only,5,115,94.518,3302.553,256
qwen,C128_O256,cap_only,5,21,126.041,3420.124,256
qwen,C128_O256,cap_only,5,95,116.784,3328.476,256
qwen,C128_O256,cap_only,5,93,121.566,3331.189,256
qwen,C128_O256,cap_only,5,44,129.916,3392.491,256
qwen,C128_O256,cap_only,5,38,136.446,3398.458,256
qwen,C128_O256,cap_only,5,34,109.031,3404.06,256
qwen,C128_O256,cap_only,5,16,131.606,3427.572,256
qwen,C128_O256,cap_only,5,102,108.154,3319.987,256
qwen,C64_O512,full_high_concurrency,1,26,132.229,5414.972,512
qwen,C64_O512,full_high_concurrency,1,62,92.327,5371.496,512
qwen,C64_O512,full_high_concurrency,1,10,154.96,5437.099,512
qwen,C64_O512,full_high_concurrency,1,34,123.296,5408.279,512
qwen,C64_O512,full_high_concurrency,1,4,160.367,5445.972,512
qwen,C64_O512,full_high_concurrency,1,38,119.454,5406.413,512
qwen,C64_O512,full_high_concurrency,1,37,122.212,5407.146,512
qwen,C64_O512,full_high_concurrency,1,53,102.644,5387.566,512
qwen,C64_O512,full_high_concurrency,1,8,155.847,5444.12,512
qwen,C64_O512,full_high_concurrency,1,15,146.702,5435.824,512
qwen,C64_O512,full_high_concurrency,1,19,142.532,5432.32,512
qwen,C64_O512,full_high_concurrency,1,16,146.679,5435.79,512
qwen,C64_O512,full_high_concurrency,1,44,113.047,5401.172,512
qwen,C64_O512,full_high_concurrency,1,9,154.416,5445.311,512
qwen,C64_O512,full_high_concurrency,1,41,118.095,5405.08,512
qwen,C64_O512,full_high_concurrency,1,5,158.905,5450.104,512
qwen,C64_O512,full_high_concurrency,1,13,151.602,5441.533,512
qwen,C64_O512,full_high_concurrency,1,63,90.675,5379.224,512
qwen,C64_O512,full_high_concurrency,1,22,141.237,5430.414,512
qwen,C64_O512,full_high_concurrency,1,33,125.399,5417.198,512
qwen,C64_O512,full_high_concurrency,1,3,160.519,5454.236,512
qwen,C64_O512,full_high_concurrency,1,21,141.617,5432.863,512
qwen,C64_O512,full_high_concurrency,1,28,132.547,5424.735,512
qwen,C64_O512,full_high_concurrency,1,49,107.9,5399.039,512
qwen,C64_O512,full_high_concurrency,1,2,162.157,5456.801,512
qwen,C64_O512,full_high_concurrency,1,35,124.647,5417.343,512
qwen,C64_O512,full_high_concurrency,1,51,105.893,5397.901,512
qwen,C64_O512,full_high_concurrency,1,46,110.612,5404.554,512
qwen,C64_O512,full_high_concurrency,1,6,159.094,5454.565,512
qwen,C64_O512,full_high_concurrency,1,56,98.967,5393.661,512
qwen,C64_O512,full_high_concurrency,1,42,116.636,5410.842,512
qwen,C64_O512,full_high_concurrency,1,17,145.518,5442.543,512
qwen,C64_O512,full_high_concurrency,1,39,120.834,5415.617,512
qwen,C64_O512,full_high_concurrency,1,58,96.769,5392.239,512
qwen,C64_O512,full_high_concurrency,1,24,137.387,5434.723,512
qwen,C64_O512,full_high_concurrency,1,11,153.012,5450.973,512
qwen,C64_O512,full_high_concurrency,1,23,136.631,5436.152,512
qwen,C64_O512,full_high_concurrency,1,32,127.756,5425.119,512
qwen,C64_O512,full_high_concurrency,1,30,127.184,5427.655,512
qwen,C64_O512,full_high_concurrency,1,0,165.964,5463.903,512
qwen,C64_O512,full_high_concurrency,1,29,130.811,5429.653,512
qwen,C64_O512,full_high_concurrency,1,45,112.715,5410.033,512
qwen,C64_O512,full_high_concurrency,1,54,101.001,5399.115,512
qwen,C64_O512,full_high_concurrency,1,36,121.984,5422.379,512
qwen,C64_O512,full_high_concurrency,1,50,106.428,5405.131,512
qwen,C64_O512,full_high_concurrency,1,40,119.406,5417.811,512
qwen,C64_O512,full_high_concurrency,1,27,133.324,5434.339,512
qwen,C64_O512,full_high_concurrency,1,12,150.573,5453.985,512
qwen,C64_O512,full_high_concurrency,1,1,106.16,5466.736,512
qwen,C64_O512,full_high_concurrency,1,52,103.562,5404.297,512
qwen,C64_O512,full_high_concurrency,1,20,143.229,5444.676,512
qwen,C64_O512,full_high_concurrency,1,25,137.117,5438.465,512
qwen,C64_O512,full_high_concurrency,1,57,98.217,5399.546,512
qwen,C64_O512,full_high_concurrency,1,59,95.184,5397.021,512
qwen,C64_O512,full_high_concurrency,1,47,109.976,5412.257,512
qwen,C64_O512,full_high_concurrency,1,18,143.146,5449.094,512
qwen,C64_O512,full_high_concurrency,1,48,108.469,5411.417,512
qwen,C64_O512,full_high_concurrency,1,14,148.809,5454.385,512
qwen,C64_O512,full_high_concurrency,1,7,158.554,5462.914,512
qwen,C64_O512,full_high_concurrency,1,43,115.685,5418.274,512
qwen,C64_O512,full_high_concurrency,1,61,93.028,5396.143,512
qwen,C64_O512,full_high_concurrency,1,31,127.058,5433.554,512
qwen,C64_O512,full_high_concurrency,1,60,93.914,5397.98,512
qwen,C64_O512,full_high_concurrency,1,55,99.687,5404.24,512
qwen,C128_O256,full_high_concurrency,1,92,148.774,3324.95,256
qwen,C128_O256,full_high_concurrency,1,89,154.209,3330.931,256
qwen,C128_O256,full_high_concurrency,1,66,124.375,3360.104,256
qwen,C128_O256,full_high_concurrency,1,74,172.441,3351.598,256
qwen,C128_O256,full_high_concurrency,1,61,131.22,3368.133,256
qwen,C128_O256,full_high_concurrency,1,112,126.418,3305.583,256
qwen,C128_O256,full_high_concurrency,1,32,121.271,3408.368,256
qwen,C128_O256,full_high_concurrency,1,105,133.146,3315.547,256
qwen,C128_O256,full_high_concurrency,1,120,115.991,3296.825,256
qwen,C128_O256,full_high_concurrency,1,36,116.286,3403.828,256
qwen,C128_O256,full_high_concurrency,1,127,105.903,3287.028,256
qwen,C128_O256,full_high_concurrency,1,35,120.396,3406.014,256
qwen,C128_O256,full_high_concurrency,1,27,130.056,3416.622,256
qwen,C128_O256,full_high_concurrency,1,108,129.53,3312.995,256
qwen,C128_O256,full_high_concurrency,1,69,120.246,3363.052,256
qwen,C128_O256,full_high_concurrency,1,0,163.211,3450.528,256
qwen,C128_O256,full_high_concurrency,1,19,138.35,3427.129,256
qwen,C128_O256,full_high_concurrency,1,8,151.487,3442.041,256
qwen,C128_O256,full_high_concurrency,1,33,119.157,3410.554,256
qwen,C128_O256,full_high_concurrency,1,88,155.565,3341.877,256
qwen,C128_O256,full_high_concurrency,1,72,116.649,3361.173,256
qwen,C128_O256,full_high_concurrency,1,63,127.02,3372.368,256
qwen,C128_O256,full_high_concurrency,1,95,143.945,3332.443,256
qwen,C128_O256,full_high_concurrency,1,97,142.069,3331.027,256
qwen,C128_O256,full_high_concurrency,1,4,159.557,3449.297,256
qwen,C128_O256,full_high_concurrency,1,70,117.934,3363.946,256
qwen,C128_O256,full_high_concurrency,1,40,158.194,3404.576,256
qwen,C128_O256,full_high_concurrency,1,119,117.189,3303.376,256
qwen,C128_O256,full_high_concurrency,1,55,137.066,3383.451,256
qwen,C128_O256,full_high_concurrency,1,31,124.558,3415.729,256
qwen,C128_O256,full_high_concurrency,1,64,127.935,3372.34,256
qwen,C128_O256,full_high_concurrency,1,121,114.929,3301.764,256
qwen,C128_O256,full_high_concurrency,1,82,161.434,3351.148,256
qwen,C128_O256,full_high_concurrency,1,109,129.698,3316.725,256
qwen,C128_O256,full_high_concurrency,1,17,144.58,3434.454,256
qwen,C128_O256,full_high_concurrency,1,58,134.855,3380.52,256
qwen,C128_O256,full_high_concurrency,1,11,148.062,3442.443,256
qwen,C128_O256,full_high_concurrency,1,45,152.239,3399.204,256
qwen,C128_O256,full_high_concurrency,1,81,161.923,3353.506,256
qwen,C128_O256,full_high_concurrency,1,87,155.326,3346.304,256
qwen,C128_O256,full_high_concurrency,1,57,134.518,3383.434,256
qwen,C128_O256,full_high_concurrency,1,59,133.232,3381.294,256
qwen,C128_O256,full_high_concurrency,1,103,134.732,3326.154,256
qwen,C128_O256,full_high_concurrency,1,25,130.305,3426.53,256
qwen,C128_O256,full_high_concurrency,1,1,110.241,3457.233,256
qwen,C128_O256,full_high_concurrency,1,44,155.11,3403.434,256
qwen,C128_O256,full_high_concurrency,1,47,147.816,3398.559,256
qwen,C128_O256,full_high_concurrency,1,29,125.456,3422.225,256
qwen,C128_O256,full_high_concurrency,1,68,123.38,3371.961,256
qwen,C128_O256,full_high_concurrency,1,9,150.815,3448.371,256
qwen,C128_O256,full_high_concurrency,1,3,161.493,3455.864,256
qwen,C128_O256,full_high_concurrency,1,46,149.938,3400.903,256
qwen,C128_O256,full_high_concurrency,1,111,128.069,3318.742,256
qwen,C128_O256,full_high_concurrency,1,122,113.573,3305.246,256
qwen,C128_O256,full_high_concurrency,1,107,129.774,3324.132,256
qwen,C128_O256,full_high_concurrency,1,115,122.472,3314.192,256
qwen,C128_O256,full_high_concurrency,1,91,149.888,3344.793,256
qwen,C128_O256,full_high_concurrency,1,56,135.743,3388.754,256
qwen,C128_O256,full_high_concurrency,1,28,126.126,3426.277,256
qwen,C128_O256,full_high_concurrency,1,22,133.534,3435.083,256
qwen,C128_O256,full_high_concurrency,1,83,159.995,3357.924,256
qwen,C128_O256,full_high_concurrency,1,53,141.491,3395.24,256
qwen,C128_O256,full_high_concurrency,1,48,148.238,3402.212,256
qwen,C128_O256,full_high_concurrency,1,110,128.089,3324.194,256
qwen,C128_O256,full_high_concurrency,1,38,114.419,3416.848,256
qwen,C128_O256,full_high_concurrency,1,23,135.626,3436.129,256
qwen,C128_O256,full_high_concurrency,1,116,120.493,3317.324,256
qwen,C128_O256,full_high_concurrency,1,51,145.231,3400.054,256
qwen,C128_O256,full_high_concurrency,1,13,146.409,3449.529,256
qwen,C128_O256,full_high_concurrency,1,14,143.713,3448.593,256
qwen,C128_O256,full_high_concurrency,1,117,119.73,3316.567,256
qwen,C128_O256,full_high_concurrency,1,41,158.689,3414.789,256
qwen,C128_O256,full_high_concurrency,1,123,111.967,3309.792,256
qwen,C128_O256,full_high_concurrency,1,118,118.483,3316.395,256
qwen,C128_O256,full_high_concurrency,1,124,110.577,3309.136,256
qwen,C128_O256,full_high_concurrency,1,34,121.23,3423.702,256
qwen,C128_O256,full_high_concurrency,1,78,166.279,3367.733,256
qwen,C128_O256,full_high_concurrency,1,42,157.129,3414.727,256
qwen,C128_O256,full_high_concurrency,1,73,116.482,3374.569,256
qwen,C128_O256,full_high_concurrency,1,10,149.016,3455.632,256
qwen,C128_O256,full_high_concurrency,1,60,130.856,3390.746,256
qwen,C128_O256,full_high_concurrency,1,62,130.353,3388.758,256
qwen,C128_O256,full_high_concurrency,1,65,123.823,3385.005,256
qwen,C128_O256,full_high_concurrency,1,76,170.476,3371.79,256
qwen,C128_O256,full_high_concurrency,1,77,168.784,3370.706,256
qwen,C128_O256,full_high_concurrency,1,80,165.094,3367.348,256
qwen,C128_O256,full_high_concurrency,1,94,145.19,3349.246,256
qwen,C128_O256,full_high_concurrency,1,24,132.047,3439.498,256
qwen,C128_O256,full_high_concurrency,1,98,140.88,3344.676,256
qwen,C128_O256,full_high_concurrency,1,75,169.606,3373.608,256
qwen,C128_O256,full_high_concurrency,1,106,132.607,3334.958,256
qwen,C128_O256,full_high_concurrency,1,52,142.015,3403.042,256
qwen,C128_O256,full_high_concurrency,1,100,138.735,3342.504,256
qwen,C128_O256,full_high_concurrency,1,49,144.804,3407.699,256
qwen,C128_O256,full_high_concurrency,1,101,136.811,3341.708,256
qwen,C128_O256,full_high_concurrency,1,39,112.939,3421.829,256
qwen,C128_O256,full_high_concurrency,1,15,145.53,3452.013,256
qwen,C128_O256,full_high_concurrency,1,125,110.05,3312.365,256
qwen,C128_O256,full_high_concurrency,1,79,165.002,3370.686,256
qwen,C128_O256,full_high_concurrency,1,93,148.58,3353.079,256
qwen,C128_O256,full_high_concurrency,1,96,142.58,3349.486,256
qwen,C128_O256,full_high_concurrency,1,90,151.234,3358.547,256
qwen,C128_O256,full_high_concurrency,1,54,139.809,3402.961,256
qwen,C128_O256,full_high_concurrency,1,113,126.03,3329.847,256
qwen,C128_O256,full_high_concurrency,1,12,146.773,3459.291,256
qwen,C128_O256,full_high_concurrency,1,2,158.455,3470.809,256
qwen,C128_O256,full_high_concurrency,1,30,122.585,3435.474,256
qwen,C128_O256,full_high_concurrency,1,21,134.213,3447.164,256
qwen,C128_O256,full_high_concurrency,1,7,153.401,3464.914,256
qwen,C128_O256,full_high_concurrency,1,84,159.329,3367.518,256
qwen,C128_O256,full_high_concurrency,1,6,156.355,3466.557,256
qwen,C128_O256,full_high_concurrency,1,37,113.653,3427.487,256
qwen,C128_O256,full_high_concurrency,1,26,127.26,3441.029,256
qwen,C128_O256,full_high_concurrency,1,99,141.196,3348.66,256
qwen,C128_O256,full_high_concurrency,1,126,109.172,3315.422,256
qwen,C128_O256,full_high_concurrency,1,104,132.715,3342.714,256
qwen,C128_O256,full_high_concurrency,1,114,124.111,3330.417,256
qwen,C128_O256,full_high_concurrency,1,5,156.185,3469.467,256
qwen,C128_O256,full_high_concurrency,1,43,153.68,3421.618,256
qwen,C128_O256,full_high_concurrency,1,102,137.205,3345.793,256
qwen,C128_O256,full_high_concurrency,1,50,146.637,3412.283,256
qwen,C128_O256,full_high_concurrency,1,18,138.006,3453.641,256
qwen,C128_O256,full_high_concurrency,1,85,158.829,3368.235,256
qwen,C128_O256,full_high_concurrency,1,86,158.141,3366.974,256
qwen,C128_O256,full_high_concurrency,1,71,116.487,3385.043,256
qwen,C128_O256,full_high_concurrency,1,20,140.035,3451.422,256
qwen,C128_O256,full_high_concurrency,1,67,123.743,3390.775,256
qwen,C128_O256,full_high_concurrency,1,16,145.954,3457.873,256
qwen,C64_O512,full_high_concurrency,2,18,131.527,5415.736,512
qwen,C64_O512,full_high_concurrency,2,46,97.647,5381.445,512
qwen,C64_O512,full_high_concurrency,2,36,111.127,5394.713,512
qwen,C64_O512,full_high_concurrency,2,47,97.055,5382.579,512
qwen,C64_O512,full_high_concurrency,2,26,121.063,5409.604,512
qwen,C64_O512,full_high_concurrency,2,13,136.978,5427.319,512
qwen,C64_O512,full_high_concurrency,2,3,147.358,5439.781,512
qwen,C64_O512,full_high_concurrency,2,30,112.916,5405.751,512
qwen,C64_O512,full_high_concurrency,2,54,88.646,5377.1,512
qwen,C64_O512,full_high_concurrency,2,37,108.931,5397.469,512
qwen,C64_O512,full_high_concurrency,2,35,111.907,5400.233,512
qwen,C64_O512,full_high_concurrency,2,60,81.659,5371.309,512
qwen,C64_O512,full_high_concurrency,2,23,123.343,5416.878,512
qwen,C64_O512,full_high_concurrency,2,11,139.406,5432.751,512
qwen,C64_O512,full_high_concurrency,2,34,110.524,5404.019,512
qwen,C64_O512,full_high_concurrency,2,4,146.919,5442.779,512
qwen,C64_O512,full_high_concurrency,2,43,102.944,5394.085,512
qwen,C64_O512,full_high_concurrency,2,59,82.302,5375.066,512
qwen,C64_O512,full_high_concurrency,2,19,129.162,5425.958,512
qwen,C64_O512,full_high_concurrency,2,55,87.005,5381.811,512
qwen,C64_O512,full_high_concurrency,2,2,149.409,5446.894,512
qwen,C64_O512,full_high_concurrency,2,6,146.151,5443.135,512
qwen,C64_O512,full_high_concurrency,2,15,134.877,5431.805,512
qwen,C64_O512,full_high_concurrency,2,25,119.27,5419.218,512
qwen,C64_O512,full_high_concurrency,2,33,112.07,5410.211,512
qwen,C64_O512,full_high_concurrency,2,42,103.811,5398.713,512
qwen,C64_O512,full_high_concurrency,2,61,79.702,5375.888,512
qwen,C64_O512,full_high_concurrency,2,38,108.214,5404.167,512
qwen,C64_O512,full_high_concurrency,2,8,143.233,5442.594,512
qwen,C64_O512,full_high_concurrency,2,27,118.309,5419.394,512
qwen,C64_O512,full_high_concurrency,2,21,127.378,5427.804,512
qwen,C64_O512,full_high_concurrency,2,14,133.519,5436.713,512
qwen,C64_O512,full_high_concurrency,2,51,92.441,5391.262,512
qwen,C64_O512,full_high_concurrency,2,53,89.948,5389.379,512
qwen,C64_O512,full_high_concurrency,2,12,137.826,5439.884,512
