model,config_id,hash,cap,chunk,policy,mem,is_cookbook,workload,rep,completed,num_prompts,failed_reqs,dur_s,request_throughput,input_throughput,output_throughput,total_throughput,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,tpot_mean_ms,tpot_p50_ms,tpot_p95_ms,tpot_p99_ms,itl_mean_ms,e2e_mean_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,mean_in_len,mean_out_len,worker
qwen,49,cap24_chunk-1_pollpm_mem0.8,24,-1,lpm,0.8,0,R_short_decode,0,8,8,0,9.045930731110277,0.8843755538041911,88.4375553804191,226.4001417738729,314.837697154292,50.89939630124718,49.94866857305169,54.88578544463962,55.43636742513627,4.227994113713137,4.2280807525065605,4.23379562895599,4.234342767528314,4.227994113713137,1129.0378952980973,1129.491810919717,1132.983400928788,1133.7487856810912,100.0,256.0,g5
qwen,50,cap24_chunk-1_pollpm_mem0.85,24,-1,lpm,0.85,0,R_long_prefill,0,4,4,0,0.5302872210741043,7.543082014871003,30172.32805948401,241.3786244758721,30413.706683959885,237.37732891459015,253.46597470343116,319.7844174923375,329.1205275291577,9.144416890077052,8.626308832918443,12.535661498024576,13.087533097714184,9.144416890077052,520.8542525069788,520.8815485239029,521.1079416796565,521.1122620478272,4000.0,32.0,g6
qwen,50,cap24_chunk-1_pollpm_mem0.85,24,-1,lpm,0.85,0,R_concurrent_decode,0,32,32,0,4.260611962061375,7.510658160129117,1502.1316320258236,1922.728488993054,3424.8601210188776,689.9031862267293,129.5956359244883,2375.484317354858,2375.668426337652,8.280695086077072,8.592117873623092,8.601433460747915,8.674322515355975,8.280654917313017,2801.211419675383,2320.630759000778,4244.146122736856,4244.471899364144,200.0,256.0,g6
qwen,50,cap24_chunk-1_pollpm_mem0.85,24,-1,lpm,0.85,0,tool_agent,0,200,200,0,41.34444817295298,4.837408862330336,13060.737870804478,1002.8674182940136,14063.605289098492,289.52103674877435,259.8186330869794,554.575050016865,727.5688684638573,20.48039003320213,11.740544578060508,62.02317709103227,170.1177307125181,10.799934173341974,2284.646876261104,697.2294389270246,6748.968305764717,9761.958099156613,2699.945,207.315,g6
qwen,50,cap24_chunk-1_pollpm_mem0.85,24,-1,lpm,0.85,0,R_medium_balanced,0,16,16,0,3.4615173586644232,4.622250401244086,3697.800320995269,1183.296102718486,4881.096423713755,116.49142982787453,106.93053505383432,134.32648906018585,134.48410432320088,6.309720196683581,6.349357477772761,6.670331393879857,6.6993632111881,6.30972019668358,1725.4700799821876,1725.3682299051434,1802.14698438067,1802.302097924985,800.0,256.0,g6
qwen,50,cap24_chunk-1_pollpm_mem0.85,24,-1,lpm,0.85,0,shared_prefix,0,128,128,0,12.672726531978697,10.10043100646111,23183.250996431576,2585.710337654044,25768.96133408562,3048.86265996538,2393.332970328629,8434.5386886969,9263.43354019802,7.709857436806554,7.890833899246779,8.157936216393344,8.18102215051505,7.709609808403306,5009.573035691574,4404.215598478913,10437.981498916615,11244.500333084725,2295.2734375,256.0,g6
qwen,50,cap24_chunk-1_pollpm_mem0.85,24,-1,lpm,0.85,0,R_short_decode,0,8,8,0,9.07112761773169,0.8819190223233201,88.19190223233201,225.77126971476997,313.963171947102,49.07788598211482,49.05163822695613,53.487337031401694,53.683835421688855,4.248900457705353,4.248759984130077,4.259394090166133,4.262567116331089,4.248900457705353,1132.5475026969798,1131.8026741500944,1139.2785146133974,1140.006163031794,100.0,256.0,g6
qwen,51,cap24_chunk-1_pollpm_mem0.9,24,-1,lpm,0.9,0,tool_agent,0,200,200,0,41.35632411390543,4.836019745109626,13056.987330710008,1002.579433457402,14059.56676416741,298.4467210713774,316.5217430796474,569.6178839309136,739.3303920468301,17.77426345771566,11.264038970693946,35.70954946801066,142.06726770848056,10.840687734327288,2301.101169672329,705.1124854478985,6828.399397898464,9868.861599788064,2699.945,207.315,g1
qwen,51,cap24_chunk-1_pollpm_mem0.9,24,-1,lpm,0.9,0,R_long_prefill,0,4,4,0,0.5040399278514087,7.935879240858876,31743.516963435504,253.94813570748403,31997.465099142988,199.176354566589,200.8891487494111,274.6677343733609,285.0376524217427,9.012389822953171,8.94969572583514,11.54929020652367,11.9157808796773,9.01238982295317,478.5604390781373,478.4113629721105,479.4125591404736,479.5037108846009,4000.0,32.0,g1
qwen,51,cap24_chunk-1_pollpm_mem0.9,24,-1,lpm,0.9,0,R_concurrent_decode,0,32,32,0,4.2530524167232215,7.524007904105378,1504.8015808210755,1926.1460234509768,3430.947604272053,684.5735028909985,125.79324189573526,2365.15503495466,2365.3032197011635,8.285268138886806,8.596173987961283,8.604371348781731,8.679389527368205,8.285228219335297,2797.047785439645,2318.1332929525524,4235.691461735405,4235.809611780569,200.0,256.0,g1
qwen,51,cap24_chunk-1_pollpm_mem0.9,24,-1,lpm,0.9,0,R_medium_balanced,0,16,16,0,3.4767447160556912,4.602005987414495,3681.604789931596,1178.1135327781108,4859.718322709707,118.01755233318544,112.42516036145388,132.24190985783935,132.3178476653993,6.321127931975449,6.37166486030408,6.68227267908115,6.70730851882813,6.321127931975449,1729.905174986925,1729.067018954083,1813.6882754042745,1814.067698456347,800.0,256.0,g1
qwen,51,cap24_chunk-1_pollpm_mem0.9,24,-1,lpm,0.9,0,shared_prefix,0,128,128,0,12.474230406805871,10.261154061268892,23552.154354925737,2626.8554396848367,26179.00979461057,3016.320351594913,2342.369617894292,8342.50308170449,10530.883008441897,7.642642718587538,7.76115728461543,8.89614361301795,8.898816464742756,7.642980754107854,4960.56329170824,4178.055339725688,9682.050422369502,12049.308632444596,2295.2734375,256.0,g1
qwen,51,cap24_chunk-1_pollpm_mem0.9,24,-1,lpm,0.9,0,R_short_decode,0,8,8,0,9.076785940211266,0.8813692481783697,88.13692481783697,225.63052753366264,313.7674523514996,49.20899955322966,48.94903022795916,51.35052741970867,51.36857050936669,4.250282473067808,4.249409011875589,4.256122252703005,4.257013153540445,4.250282473067808,1133.0310301855206,1133.0053976271302,1135.6548454379663,1135.8822318119928,100.0,256.0,g1
