model,config_id,hash,cap,chunk,policy,mem,is_cookbook,workload,request_throughput,output_throughput,total_throughput,input_throughput,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,tpot_p50_ms,tpot_p95_ms,tpot_mean_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,e2e_mean_ms,n_rep,request_throughput_ci95
lfm25,3,cap8_chunk-1_pollpm_mem0.9,8,-1,lpm,0.9,0,R_concurrent_decode,7.701784902937148,1971.65693515191,3512.01391573934,1540.3569805874297,1632.9173198901117,3147.80043810606,3147.959113577381,1634.1136979463045,3.80578265872364,3.886939342243268,3.812018621772272,2601.26226162538,4137.368311802857,4137.761091887951,2606.178446498234,1,
lfm25,3,cap8_chunk-1_pollpm_mem0.9,8,-1,lpm,0.9,0,R_long_prefill,13.093402020471512,418.9888646550884,52792.59694654113,52373.60808188604,197.9844605084509,198.3104089507833,198.33721299190077,197.50370923429728,3.1815025309521343,3.2573895431273887,3.203402731507536,296.8417939264328,297.0676728524268,297.0883553661406,296.8091939110309,1,
lfm25,3,cap8_chunk-1_pollpm_mem0.9,8,-1,lpm,0.9,0,R_medium_balanced,7.107119156306783,1819.4225040145363,7505.117829059962,5685.695325045426,99.03010143898427,105.45631952118129,105.62802532222122,100.30299171921796,4.008082373469484,4.134092513270968,4.001350847629867,1120.7549762912097,1150.034851860255,1150.2066920511425,1120.647457864834,1,
lfm25,3,cap8_chunk-1_pollpm_mem0.9,8,-1,lpm,0.9,0,R_short_decode,1.6564899996553983,424.061439911782,589.7104398773217,165.64899996553982,34.07239029183984,41.04761970229447,41.1176957283169,33.50996057270095,2.2302845511220246,2.235500183247558,2.2308616315646117,602.7998977806419,609.2852224363014,609.4894148549065,602.1001853514463,1,
lfm25,3,cap8_chunk-1_pollpm_mem0.9,8,-1,lpm,0.9,0,shared_prefix,6.555784715869268,1678.2808872625326,17077.511882430885,15399.230995168353,7543.422907823697,11205.9258709196,12515.916546289807,6658.39889621202,3.963120908056404,4.275940924828105,3.9275591971984953,8536.31682950072,12231.022999319248,13541.331786974331,7659.838032090192,1,
lfm25,3,cap8_chunk-1_pollpm_mem0.9,8,-1,lpm,0.9,0,tool_agent,5.224622070598175,1083.1425245660607,15014.858506919623,13931.715982353564,226.85775556601584,1025.8815795183175,1710.1985183684149,325.0130807212554,3.459879825243004,10.70393725328714,4.963606920261099,514.0020542312413,2393.745888257398,3662.878445144742,957.8834922728128,1,
lfm25,4,cap8_chunk-1_polfcfs_mem0.75,8,-1,fcfs,0.75,0,R_concurrent_decode,7.835043067295356,2005.771025227611,3572.779638686682,1567.008613459071,1568.5735244769603,3077.475908375345,3077.5984729500487,1575.313228997402,3.799209614083463,3.880179721369025,3.7958144827166063,2537.448243238032,4066.941937431693,4066.9694954995066,2543.2459220901364,1,
lfm25,4,cap8_chunk-1_polfcfs_mem0.75,8,-1,fcfs,0.75,0,R_long_prefill,12.18000961076719,389.7603075445501,49109.79875061331,48720.03844306876,219.1648164298385,219.60886614397168,219.64818509295583,218.65243115462363,3.205690930988039,3.299021572926112,3.2296888455147705,318.87060473673046,319.347136374563,319.38800564035773,318.7727853655815,1,
lfm25,4,cap8_chunk-1_polfcfs_mem0.75,8,-1,fcfs,0.75,0,R_medium_balanced,7.166711016104152,1834.678020122663,7568.046833005985,5733.368812883322,97.22141874954104,99.9518921598792,100.15616808086634,97.648842347553,3.979151224827065,4.1373347375067135,3.971977044563448,1110.5932781938463,1154.0371637092903,1154.0823770919817,1110.5029887112323,1,
lfm25,4,cap8_chunk-1_polfcfs_mem0.75,8,-1,fcfs,0.75,0,R_short_decode,1.6558468723801074,423.8967993293075,589.4814865673183,165.58468723801076,33.79978192970157,43.447295227088034,44.47243251372129,34.71099346643314,2.2271734927141784,2.2320150701131114,2.227779861731165,601.669637253508,610.5635644169524,611.6904626274481,602.2369605489075,1,
lfm25,4,cap8_chunk-1_polfcfs_mem0.75,8,-1,fcfs,0.75,0,shared_prefix,6.616164178704086,1693.738029748246,17234.797552828266,15541.05952308002,8605.543514015153,8718.960979627445,8720.093435118906,6578.117271878,3.9018389768898487,4.156969313272366,3.9126823631393854,9611.5294075571,9717.213770118542,9718.019562927077,7575.763807231851,1,
lfm25,4,cap8_chunk-1_polfcfs_mem0.75,8,-1,fcfs,0.75,0,tool_agent,5.226380233325458,1083.5070180718674,15019.911229245869,13936.404211174,255.56172337383032,1437.1383551275353,1754.76008425001,355.5562130967155,3.5294071971149434,11.516042102716469,5.145986540228538,519.2093418445438,2368.609339953397,3633.69981097523,992.156193763949,1,
lfm25,5,cap8_chunk-1_polfcfs_mem0.8,8,-1,fcfs,0.8,0,R_concurrent_decode,7.853915932448568,2010.6024787068332,3581.385665196547,1570.7831864897137,1553.4207317978144,3066.367694805376,3066.6322911297902,1561.8731940194266,3.808311827699928,3.894845414084985,3.797731648356764,2524.6444495860487,4059.5742543926463,4059.861549497582,2530.294764350401,1,
lfm25,5,cap8_chunk-1_polfcfs_mem0.8,8,-1,fcfs,0.8,0,R_long_prefill,11.666930053353209,373.3417617073027,47041.06197512014,46667.72021341284,234.67871081084013,235.1625297218561,235.21307326853275,233.9243039023131,3.1451108009223976,3.2814498960731493,3.1833045537613573,332.4596802704036,333.45577525906265,333.54363112710416,332.6067450689152,1,
lfm25,5,cap8_chunk-1_polfcfs_mem0.8,8,-1,fcfs,0.8,0,R_medium_balanced,6.610796052952681,1692.3637895558863,6981.000631918031,5288.636842362145,127.24885647185148,187.21353320870548,187.39227142650637,145.98333596950397,4.220475831671672,4.280996263739379,4.146328119688905,1203.5543615929782,1209.013644605875,1209.3264281749723,1203.297006490175,1,
lfm25,5,cap8_chunk-1_polfcfs_mem0.8,8,-1,fcfs,0.8,0,R_short_decode,1.6577962592362014,424.3958423644676,590.1754682880877,165.77962592362013,34.13028595969081,40.38009431678802,40.43334948364645,33.86865626089275,2.2296594611058635,2.236664240157626,2.2278524878898125,600.0733750406653,610.5355935869738,610.7460293686017,601.6914600040764,1,
lfm25,5,cap8_chunk-1_polfcfs_mem0.8,8,-1,fcfs,0.8,0,shared_prefix,6.590800534232511,1687.244936763523,17168.726447900648,15481.481511137126,8635.33599092625,8744.91680637002,8746.272334381938,6608.5339859746455,3.908889391916056,4.163632898810594,3.918692820296391,9639.860776485875,9744.966211286372,9746.15670925472,7607.713557819807,1,
lfm25,5,cap8_chunk-1_polfcfs_mem0.8,8,-1,fcfs,0.8,0,tool_agent,5.225820228720235,1083.3909207171355,15018.30185161108,13934.910930893944,236.65325436741117,1378.2813291298214,1751.0728443460532,346.4602025761269,3.517846542668376,11.548470949198588,5.152592846401837,518.9078149851412,2356.639927159992,3623.318779971449,983.5094076907262,1,
lfm25,6,cap8_chunk-1_polfcfs_mem0.85,8,-1,fcfs,0.85,0,R_concurrent_decode,7.815881762107291,2000.8657310994663,3564.0420835209247,1563.1763524214582,1575.5125056020916,3089.814148726873,3090.00630391296,1580.8250339032384,3.800876968193288,3.8869099469636295,3.7959362227268807,2544.6180489379917,4080.903756339103,4081.181897097267,2548.788770698593,1,
lfm25,6,cap8_chunk-1_polfcfs_mem0.85,8,-1,fcfs,0.85,0,R_long_prefill,5.454225872919242,174.53522793341574,21991.438719610385,21816.903491676967,627.3424981627613,627.8154346626252,627.8655927535146,613.5961747495458,3.157908817933452,4.712057616111011,3.613044305013553,725.4580107983202,726.3038407778367,726.3749820692465,725.6005482049659,1,
lfm25,6,cap8_chunk-1_polfcfs_mem0.85,8,-1,fcfs,0.85,0,R_medium_balanced,7.141197041685971,1828.1464426716088,7541.104076020385,5712.957633348777,98.23565348051488,104.52593816444278,104.7037116251886,99.13400924415328,3.98665440140986,4.148098775276951,3.980109698878711,1114.3118550535291,1161.3202970474958,1161.7427237331867,1114.0619824582243,1,
lfm25,6,cap8_chunk-1_polfcfs_mem0.85,8,-1,fcfs,0.85,0,R_short_decode,1.6293906152521505,417.1239975045505,580.0630590297656,162.93906152521504,35.735305631533265,92.34735886566337,114.01268049143252,44.983133499044925,2.2243849385310623,2.22773224318438,2.224887828898182,602.409039856866,659.429887519218,681.1753932805732,612.0509137981571,1,
lfm25,6,cap8_chunk-1_polfcfs_mem0.85,8,-1,fcfs,0.85,0,shared_prefix,6.601346187951473,1689.9446241155772,17196.19738151103,15506.252757395452,8629.54462855123,8738.663342641667,8740.044949152507,6597.639124418492,3.904697757360398,4.162665439550491,3.910393218066429,9630.653420696037,9737.97116484493,9739.46280177217,7594.675351047044,1,
lfm25,6,cap8_chunk-1_polfcfs_mem0.85,8,-1,fcfs,0.85,0,tool_agent,5.22656377999109,1083.545070048853,15020.438717584097,13936.893647535242,236.026612110436,1418.8208907144135,1731.6307683056214,348.3019092469476,3.528252418618649,11.536637076029647,5.170923241189531,525.2082110382617,2400.968332216142,3663.949033529497,987.471630082,1,
lfm25,7,cap8_chunk-1_polfcfs_mem0.9,8,-1,fcfs,0.9,0,R_concurrent_decode,6.969807873696752,1784.2708156663684,3178.2323904057184,1393.9615747393502,1854.765293886885,3587.838368862868,3587.9342867434025,1858.0311924743,3.812674555343156,3.901225301875349,3.8128154896149486,2824.793055187911,4578.332412731834,4578.41608769726,2830.299142326112,1,
lfm25,7,cap8_chunk-1_polfcfs_mem0.9,8,-1,fcfs,0.9,0,R_long_prefill,12.837617323190605,410.8037543420993,51761.273047104514,51350.46929276241,200.89224446564916,201.24624690506607,201.2725804420188,200.48409618902951,3.1676871416669696,3.241606125037276,3.1891995627853658,299.3626515381038,299.7173318872228,299.7548104496673,299.34928263537586,1,
lfm25,7,cap8_chunk-1_polfcfs_mem0.9,8,-1,fcfs,0.9,0,R_medium_balanced,7.053622239383151,1805.7272932820867,7448.625084788608,5642.897791506522,104.2726703453809,109.27934292703868,109.375518001616,105.36888416390866,4.010130021282855,4.138272267528901,4.004054358594265,1126.394834369421,1157.3608437320215,1157.8437897143883,1126.4027456054464,1,
lfm25,7,cap8_chunk-1_polfcfs_mem0.9,8,-1,fcfs,0.9,0,R_short_decode,1.6116168934908297,412.5739247336524,573.7356140827353,161.16168934908293,35.46148003078997,57.068016659468405,60.983441825956106,38.17072696983814,2.2285013550929,2.43499910952982,2.279397756124345,605.9037090744823,669.938626489602,675.3817645413801,618.8362203538418,1,
lfm25,7,cap8_chunk-1_polfcfs_mem0.9,8,-1,fcfs,0.9,0,shared_prefix,6.610754213772919,1692.3530787258671,17220.704847774683,15528.351769048815,8614.308569813147,8727.282579266466,8728.5840507783,6589.047054636467,3.898669147462237,4.160037632830734,3.8998981921786378,9617.345922160894,9725.101468432696,9726.270588887855,7583.409378577926,1,
lfm25,7,cap8_chunk-1_polfcfs_mem0.9,8,-1,fcfs,0.9,0,tool_agent,5.226653758278752,1083.5637238975596,15020.697303035766,13937.133579138206,238.76187577843663,1422.9633939918126,1732.9863270465278,349.10191123140976,3.603084944188595,12.109321402483864,5.234958238243884,526.5988414175808,2403.762624273075,3690.324340118095,987.9929977981374,1,
lfm25,8,cap8_chunk2048_pollpm_mem0.75,8,2048,lpm,0.75,0,R_concurrent_decode,7.899606696693257,2022.2993143534736,3602.2206536921253,1579.9213393386517,1523.5942585859448,3038.2721993373707,3038.4305034950376,1538.6313002672978,3.8097264774728057,3.8932246512130777,3.772785638084672,2495.03510678187,4030.922022787854,4031.053456407972,2500.691637978889,1,
lfm25,8,cap8_chunk2048_pollpm_mem0.75,8,2048,lpm,0.75,0,R_long_prefill,8.898955401271174,284.76657284067755,35880.58817792537,35595.82160508469,197.82018288969996,335.6332289054989,350.7988939806819,203.72659899294376,7.355110509501349,11.190198904143706,7.195638960492747,425.96972291357815,426.9851176533848,427.12789197452366,426.1966123012826,1,
lfm25,8,cap8_chunk2048_pollpm_mem0.75,8,2048,lpm,0.75,0,R_medium_balanced,6.851651937704975,1754.0228960524737,7235.344446216453,5481.32155016398,129.16980404406786,150.3035674104467,150.40318940300494,122.03244853299113,4.1370388394331234,4.50899734426582,4.080248903597285,1162.7883634064349,1250.3902185708284,1250.5861338227987,1162.4959189502988,1,
lfm25,8,cap8_chunk2048_pollpm_mem0.75,8,2048,lpm,0.75,0,R_short_decode,1.6509261489845248,422.6370941400384,587.7297090384908,165.09261489845247,34.1129032894969,48.569400398992,51.9306269614026,36.387303785886616,2.2268227493280874,2.2292680695586244,2.227020929040169,601.8423973582685,616.1021313862875,619.94761234615,603.9988963166252,1,
lfm25,8,cap8_chunk2048_pollpm_mem0.75,8,2048,lpm,0.75,0,shared_prefix,7.386436784192665,1890.9278167533223,19241.321583597637,17350.39376684431,5422.787330346182,14510.144828981702,15278.079363894649,5827.865650400781,3.835640036884477,4.1246302738128335,3.80808154754554,6434.229889884591,15524.333975929749,16329.585757255554,6798.9005502458895,1,
lfm25,8,cap8_chunk2048_pollpm_mem0.75,8,2048,lpm,0.75,0,tool_agent,5.22612272151079,1083.4536320100094,15019.171175054606,13935.717543044597,166.3213379215449,980.3048348519912,1938.6192935286083,287.4577616504393,4.055847921832042,20.19551792182028,7.147446617234022,461.1147611867637,2615.221037901935,3771.009918637571,957.8169508627616,1,
