model,tokens,M,config_key,BLOCK_SIZE_M,BLOCK_SIZE_N,BLOCK_SIZE_K,GROUP_SIZE_M,num_warps,num_stages,median_ms,p95_ms,std_ms,default_ms,speedup,max_abs_err
lfm25,8192,32768,bm32_bn128_bk256_gm1_w4_s2,32,128,256,1,4,2,3.8674240112304688,3.957184076309204,0.039961828766090224,2.6943359375,0.6966745641739871,0.0
lfm25,8192,32768,bm32_bn128_bk128_gm1_w8_s3,32,128,128,1,8,3,3.8687679767608643,3.873568058013916,0.024154828313928407,2.6943359375,0.6964325474374505,0.0
lfm25,8192,32768,bm32_bn128_bk128_gm32_w8_s3,32,128,128,32,8,3,3.868799924850464,3.870784044265747,0.0012791416391331393,2.6943359375,0.6964267963803119,0.0
lfm25,8192,32768,bm32_bn128_bk64_gm32_w8_s2,32,128,64,32,8,2,3.8699839115142822,3.8757760524749756,0.007995773603267664,2.6943359375,0.6962137308849266,0.0
lfm25,8192,32768,bm32_bn128_bk128_gm16_w8_s3,32,128,128,16,8,3,3.870016098022461,3.87062406539917,0.0007267599256201448,2.6943359375,0.6962079405501126,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm1_w4_s3,32,64,64,1,4,3,3.8793599605560303,3.906559944152832,0.019561494791405027,2.6943359375,0.6945310476199841,0.0
lfm25,8192,32768,bm64_bn32_bk64_gm16_w8_s2,64,32,64,16,8,2,3.8815040588378906,3.896224021911621,0.010404972996261717,2.6943359375,0.6941473966425982,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm16_w4_s2,32,64,64,16,4,2,3.886176109313965,3.952672004699707,0.059930234351367635,2.6943359375,0.6933128766456332,0.0
lfm25,8192,32768,bm32_bn128_bk256_gm32_w4_s2,32,128,256,32,4,2,3.889791965484619,3.933216094970703,0.019775876994989908,2.6943359375,0.6926683898284827,0.0
lfm25,8192,32768,bm64_bn32_bk128_gm32_w8_s3,64,32,128,32,8,3,3.8903040885925293,3.898144006729126,0.003393117641264014,2.6943359375,0.6925772063424436,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm16_w4_s3,32,64,64,16,4,3,3.9019200801849365,3.907615900039673,0.013303933745235225,2.6943359375,0.6905154083453956,0.0
lfm25,8192,32768,bm64_bn32_bk128_gm16_w8_s3,64,32,128,16,8,3,3.9072000980377197,3.917504072189331,0.004653417127057814,2.6943359375,0.6895822762835089,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm32_w4_s3,32,64,64,32,4,3,3.9085121154785156,3.938688039779663,0.011897369065507651,2.6943359375,0.689350795876997,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm32_w4_s2,32,64,64,32,4,2,3.9164159297943115,3.952863931655884,0.046970173155483054,2.6943359375,0.6879596002566319,0.0
lfm25,8192,32768,bm64_bn32_bk64_gm32_w8_s5,64,32,64,32,8,5,3.91923189163208,3.944096088409424,0.015117429932650925,2.6943359375,0.6874653023855656,0.0
lfm25,8192,32768,bm32_bn128_bk256_gm16_w8_s2,32,128,256,16,8,2,3.924031972885132,3.975327968597412,0.024917445970801564,2.6943359375,0.686624358852764,0.0
lfm25,8192,32768,bm64_bn32_bk128_gm32_w8_s2,64,32,128,32,8,2,3.9250879287719727,3.932800054550171,0.004649663079995916,2.6943359375,0.6864396381415503,0.0
lfm25,8192,32768,bm32_bn64_bk128_gm1_w4_s3,32,64,128,1,4,3,3.9253439903259277,3.9539520740509033,0.011873966069343985,2.6943359375,0.6863948596964325,0.0
lfm25,8192,32768,bm32_bn128_bk256_gm1_w8_s2,32,128,256,1,8,2,3.9364800453186035,3.9792959690093994,0.02346912755303391,2.6943359375,0.684453091716849,0.0
lfm25,8192,32768,bm256_bn32_bk128_gm32_w4_s3,256,32,128,32,4,3,3.9387519359588623,3.9463679790496826,0.016550278047864804,2.6943359375,0.6840582959546251,0.0
lfm25,8192,32768,bm64_bn32_bk128_gm16_w8_s2,64,32,128,16,8,2,3.9409921169281006,3.950655937194824,0.003831760786423687,2.6943359375,0.6836694562079367,0.0
lfm25,8192,32768,bm64_bn32_bk64_gm16_w8_s5,64,32,64,16,8,5,3.9421119689941406,3.972896099090576,0.027735073169641754,2.6943359375,0.6834752433953518,0.0
lfm25,8192,32768,bm32_bn64_bk128_gm16_w4_s3,32,64,128,16,4,3,3.95084810256958,3.9528000354766846,0.0013791790624217307,2.6943359375,0.6819639397798257,0.0
lfm25,8192,32768,bm32_bn64_bk128_gm32_w4_s3,32,64,128,32,4,3,3.9535679817199707,3.955008029937744,0.0006997626384114086,2.6943359375,0.6814947788827066,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm1_w4_s4,32,64,64,1,4,4,3.9698240756988525,3.9709761142730713,0.030780111618736682,2.6943359375,0.6787041153771244,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm16_w4_s4,32,64,64,16,4,4,3.97107195854187,3.9783999919891357,0.01457980459594461,2.6943359375,0.6784908371414473,0.0
lfm25,8192,32768,bm32_bn128_bk256_gm32_w8_s2,32,128,256,32,8,2,3.9740800857543945,3.978559970855713,0.021312747646102016,2.6943359375,0.6779772625011249,0.0
lfm25,8192,32768,bm32_bn128_bk64_gm16_w8_s5,32,128,64,16,8,5,3.9772799015045166,3.978015899658203,0.0008959276349159488,2.6943359375,0.6774318137581398,0.0
lfm25,8192,32768,bm32_bn128_bk64_gm32_w8_s5,32,128,64,32,8,5,3.980288028717041,3.9829440116882324,0.0015785094618378298,2.6943359375,0.6769198404891468,0.0
