model,tokens,M,config_key,BLOCK_SIZE_M,BLOCK_SIZE_N,BLOCK_SIZE_K,GROUP_SIZE_M,num_warps,num_stages,median_ms,p95_ms,std_ms,default_ms,speedup,max_abs_err
lfm25,16,64,bm16_bn32_bk64_gm16_w8_s2,16,32,64,16,8,2,0.24991999566555023,0.2500480115413666,0.00020837094802398637,0.2467840015888214,0.9874520081181279,0.0
lfm25,16,64,bm32_bn256_bk64_gm16_w4_s5,32,256,64,16,4,5,0.24995200335979462,0.27244800329208374,0.008987966439209535,0.2467840015888214,0.9873255595938832,0.0
lfm25,16,64,bm32_bn32_bk128_gm16_w8_s2,32,32,128,16,8,2,0.2499839961528778,0.2516799867153168,0.0007193641439636134,0.2467840015888214,0.9871992022957364,0.0
lfm25,16,64,bm32_bn128_bk64_gm1_w8_s5,32,128,64,1,8,5,0.2500799894332886,0.26895999908447266,0.007558008033017375,0.2467840015888214,0.98682026558008,0.0
lfm25,16,64,bm32_bn128_bk64_gm16_w8_s5,32,128,64,16,8,5,0.2500799894332886,0.26927998661994934,0.008074745728952096,0.2467840015888214,0.98682026558008,0.0
lfm25,16,64,bm32_bn256_bk128_gm32_w8_s3,32,256,128,32,8,3,0.25017601251602173,0.28067201375961304,0.01187109205892613,0.2467840015888214,0.9864415021524772,0.0
lfm25,16,64,bm32_bn64_bk256_gm1_w4_s3,32,64,256,1,4,3,0.25017601251602173,0.2597759962081909,0.004424755333412578,0.2467840015888214,0.9864415021524772,0.0
lfm25,16,64,bm32_bn32_bk256_gm32_w8_s3,32,32,256,32,8,3,0.2502399981021881,0.2736000120639801,0.009352299896801333,0.2467840015888214,0.9861892721404377,0.0
lfm25,16,64,bm32_bn128_bk64_gm1_w4_s5,32,128,64,1,4,5,0.2502399981021881,0.26972800493240356,0.008057609850902512,0.2467840015888214,0.9861892721404377,0.0
lfm25,16,64,bm32_bn256_bk64_gm32_w4_s5,32,256,64,32,4,5,0.2502399981021881,0.27132800221443176,0.008584053271622968,0.2467840015888214,0.9861892721404377,0.0
lfm25,16,64,bm16_bn32_bk64_gm1_w8_s2,16,32,64,1,8,2,0.2503359913825989,0.25360000133514404,0.0015445637548712873,0.2467840015888214,0.9858111102036909,0.0
lfm25,16,64,bm128_bn64_bk64_gm1_w8_s3,128,64,64,1,8,3,0.2503359913825989,0.2648319900035858,0.00598127542381242,0.2467840015888214,0.9858111102036909,0.0
lfm25,16,64,bm16_bn32_bk128_gm32_w4_s3,16,32,128,32,4,3,0.25036799907684326,0.2728640139102936,0.008761594108088477,0.2467840015888214,0.985685081555004,0.0
lfm25,16,64,bm16_bn64_bk128_gm16_w4_s3,16,64,128,16,4,3,0.25036799907684326,0.2598080039024353,0.0037645175190114915,0.2467840015888214,0.985685081555004,0.0
lfm25,16,64,bm32_bn64_bk64_gm32_w4_s3,32,64,64,32,4,3,0.25040000677108765,0.28070399165153503,0.011918530172689082,0.2467840015888214,0.9855590851258564,0.0
lfm25,16,64,bm16_bn64_bk256_gm1_w4_s4,16,64,256,1,4,4,0.25043201446533203,0.2680320143699646,0.007627622750862999,0.2467840015888214,0.9854331209038946,0.0
lfm25,16,64,bm64_bn256_bk64_gm32_w4_s5,64,256,64,32,4,5,0.25046399235725403,0.2693119943141937,0.007900579957454475,0.2467840015888214,0.9853073061169464,0.0
lfm25,16,64,bm128_bn128_bk128_gm16_w8_s3,128,128,128,16,8,3,0.2505599856376648,0.2690880000591278,0.007409847203522979,0.2467840015888214,0.984929820141737,0.0
lfm25,16,64,bm16_bn32_bk64_gm32_w8_s2,16,32,64,32,8,2,0.2505919933319092,0.25228801369667053,0.0010948331387760103,0.2467840015888214,0.984804016710765,0.0
lfm25,16,64,bm32_bn32_bk256_gm16_w8_s4,32,32,256,16,8,4,0.2505919933319092,0.2534399926662445,0.0012484073960775629,0.2467840015888214,0.984804016710765,0.0
lfm25,16,64,bm32_bn32_bk256_gm16_w4_s4,32,32,256,16,4,4,0.25068798661231995,0.26895999908447266,0.007498130259917975,0.2467840015888214,0.9844269161986773,0.0
lfm25,16,64,bm16_bn64_bk256_gm16_w4_s5,16,64,256,16,4,5,0.25068798661231995,0.25811201333999634,0.0032655367610977476,0.2467840015888214,0.9844269161986773,0.0
lfm25,16,64,bm32_bn128_bk64_gm32_w8_s5,32,128,64,32,8,5,0.25071999430656433,0.2688960134983063,0.007415298199666285,0.2467840015888214,0.9843012411968619,0.0
lfm25,16,64,bm32_bn32_bk256_gm1_w8_s4,32,32,256,1,8,4,0.2508159875869751,0.2526080012321472,0.001881035870768128,0.2467840015888214,0.9839245255577835,0.0
lfm25,16,64,bm16_bn128_bk64_gm32_w4_s5,16,128,64,32,4,5,0.25088000297546387,0.2702080011367798,0.008994654183928806,0.2467840015888214,0.9836734640542752,0.0
lfm25,16,64,bm32_bn32_bk256_gm32_w8_s4,32,32,256,32,8,4,0.25091201066970825,0.2651839852333069,0.005910574299315092,0.2467840015888214,0.9835479813426675,0.0
lfm25,16,64,bm16_bn32_bk256_gm32_w8_s4,16,32,256,32,8,4,0.25094398856163025,0.27161601185798645,0.008919905557280021,0.2467840015888214,0.9834226474335839,0.0
lfm25,16,64,bm32_bn128_bk128_gm32_w4_s2,32,128,128,32,4,2,0.25113600492477417,0.27187201380729675,0.0099734635695038,0.2467840015888214,0.9826707311950098,0.0
lfm25,16,64,bm32_bn32_bk256_gm1_w4_s4,32,32,256,1,4,4,0.25113600492477417,0.2670080065727234,0.007840149946632168,0.2467840015888214,0.9826707311950098,0.0
lfm25,16,64,bm16_bn32_bk64_gm16_w4_s4,16,32,64,16,4,4,0.25116801261901855,0.26873600482940674,0.007009816370718161,0.2467840015888214,0.9825455041647879,0.0
lfm25,16,64,bm32_bn128_bk128_gm1_w8_s5,32,128,128,1,8,5,0.25119999051094055,0.28115200996398926,0.012006775938846635,0.2467840015888214,0.9824204256013823,0.0
lfm25,16,64,bm64_bn128_bk128_gm32_w8_s3,64,128,128,32,8,3,0.25123199820518494,0.25491198897361755,0.0031110548039666973,0.2467840015888214,0.9822952623545558,0.0
lfm25,16,64,bm32_bn32_bk64_gm32_w8_s3,32,32,64,32,8,3,0.2512640058994293,0.25385600328445435,0.0010890190517160757,0.2467840015888214,0.9821701309959968,0.0
lfm25,16,64,bm16_bn128_bk64_gm1_w8_s5,16,128,64,1,8,5,0.2513599991798401,0.2659519910812378,0.006323267548313499,0.2467840015888214,0.9817950445339367,0.0
lfm25,16,64,bm32_bn32_bk128_gm16_w4_s4,32,32,128,16,4,4,0.2513920068740845,0.2722559869289398,0.008646121357027855,0.2467840015888214,0.9816700405770217,0.0
lfm25,16,64,bm16_bn64_bk128_gm1_w4_s3,16,64,128,1,4,3,0.25142401456832886,0.26895999908447266,0.007315273508181645,0.2467840015888214,0.9815450684475232,0.0
lfm25,16,64,bm16_bn64_bk256_gm16_w4_s2,16,64,256,16,4,2,0.25145599246025085,0.2580159902572632,0.0028388449361910102,0.2467840015888214,0.9814202444502571,0.0
lfm25,16,64,bm16_bn32_bk128_gm16_w8_s3,16,32,128,16,8,3,0.25145599246025085,0.27641600370407104,0.009941439295437232,0.2467840015888214,0.9814202444502571,0.0
lfm25,16,64,bm16_bn32_bk256_gm16_w8_s2,16,32,256,16,8,2,0.2515200078487396,0.25356799364089966,0.0017972060425474484,0.2467840015888214,0.9811704591597883,0.0
lfm25,16,64,bm64_bn64_bk128_gm1_w8_s5,64,64,128,1,8,5,0.2515200078487396,0.2762880027294159,0.010139782820700646,0.2467840015888214,0.9811704591597883,0.0
lfm25,16,64,bm16_bn128_bk64_gm32_w8_s2,16,128,64,32,8,2,0.2515519857406616,0.2667520046234131,0.006298103429185377,0.2467840015888214,0.9810457304171084,0.0
lfm25,16,64,bm64_bn256_bk64_gm16_w8_s5,64,256,64,16,8,5,0.2515519857406616,0.28806400299072266,0.01499422883407104,0.2467840015888214,0.9810457304171084,0.0
lfm25,16,64,bm128_bn128_bk64_gm16_w4_s5,128,128,64,16,4,5,0.2515519857406616,0.27059200406074524,0.007815669142536555,0.2467840015888214,0.9810457304171084,0.0
lfm25,16,64,bm32_bn32_bk128_gm32_w8_s2,32,32,128,32,8,2,0.251583993434906,0.2521919906139374,0.0013166893293419149,0.2467840015888214,0.9809209171833639,0.0
lfm25,16,64,bm16_bn32_bk64_gm16_w4_s2,16,32,64,16,4,2,0.2516160011291504,0.2654080092906952,0.005944994585046622,0.2467840015888214,0.9807961357042282,0.0
lfm25,16,64,bm32_bn32_bk256_gm32_w4_s4,32,32,256,32,4,4,0.2516160011291504,0.25488001108169556,0.0015449162442377365,0.2467840015888214,0.9807961357042282,0.0
lfm25,16,64,bm16_bn128_bk64_gm16_w8_s2,16,128,64,16,8,2,0.2516480088233948,0.2574400007724762,0.003311254948830403,0.2467840015888214,0.9806713859675842,0.0
lfm25,16,64,bm64_bn128_bk256_gm1_w8_s2,64,128,256,1,8,2,0.2516480088233948,0.25763198733329773,0.0025888397309394517,0.2467840015888214,0.9806713859675842,0.0
lfm25,16,64,bm32_bn64_bk64_gm32_w8_s5,32,64,64,32,8,5,0.2516480088233948,0.26470398902893066,0.0059296695270938974,0.2467840015888214,0.9806713859675842,0.0
lfm25,16,64,bm16_bn128_bk256_gm16_w8_s3,16,128,256,16,8,3,0.2516799867153168,0.26208001375198364,0.004196931892107201,0.2467840015888214,0.9805467840713399,0.0
lfm25,16,64,bm32_bn256_bk128_gm32_w4_s3,32,256,128,32,4,3,0.2519040107727051,0.25862398743629456,0.0029309261328416478,0.2467840015888214,0.9796747611593073,0.0
lfm25,16,64,bm32_bn256_bk64_gm1_w4_s5,32,256,64,1,4,5,0.2519040107727051,0.2717759907245636,0.008018266630111993,0.2467840015888214,0.9796747611593073,0.0
lfm25,16,64,bm32_bn64_bk256_gm1_w8_s3,32,64,256,1,8,3,0.2519359886646271,0.2619200050830841,0.004053452342147531,0.2467840015888214,0.9795504123761218,0.0
lfm25,16,64,bm16_bn64_bk128_gm32_w8_s3,16,64,128,32,8,3,0.25200000405311584,0.2619200050830841,0.004067282524700461,0.2467840015888214,0.9793015778555503,0.0
