model,profile,tokens,M,median_ms,p95_ms,default_ms,speedup_vs_default,regression_pct,correctness_ok
qwen,oracle_t32,1,8,0.24876800179481506,0.30326399207115173,0.2503359913825989,1.006303019586406,-0.6263540368781406,True
qwen,oracle_t4,1,8,0.24889600276947021,0.25062400102615356,0.2503359913825989,1.0057855031704241,-0.5752223662189526,True
qwen,global_best,1,8,0.2494720071554184,0.2507840096950531,0.2503359913825989,1.0034632511961241,-0.3451298482526344,True
qwen,oracle_t2048,1,8,0.24966399371623993,0.2528960108757019,0.2503359913825989,1.0026916082545836,-0.2684382947284236,True
qwen,oracle_t8192,1,8,0.25113600492477417,0.251583993434906,0.2503359913825989,0.9968144211642813,0.3195759178521884,True
qwen,low_M,1,8,0.2523840069770813,0.31033599376678467,0.2503359913825989,0.9918853194423354,0.8181067305469192,True
qwen,oracle_t16,1,8,0.292959988117218,0.31033599376678467,0.2503359913825989,0.8545057398160305,17.026715375287417,True
qwen,mid_M,1,8,0.31116798520088196,0.3123520016670227,0.2503359913825989,0.8045043297786193,24.300138978142783,True
qwen,oracle_t2048,2048,16384,0.5571839809417725,0.6082879900932312,0.5323519706726074,0.9554330147338531,4.664585018402523,True
qwen,oracle_t2048,2048,16384,0.5608959794044495,0.5699520111083984,0.5323519706726074,0.9491099779995755,5.361867768757889,True
qwen,oracle_t8192,2048,16384,0.5717440247535706,0.5758079886436462,0.5323519706726074,0.9311019400719726,7.399625858657521,True
qwen,oracle_t512,2048,16384,0.6459519863128662,0.6486719846725464,0.5323519706726074,0.8241355115436757,21.339268359752527,True
qwen,global_best,2048,16384,1.1277120113372803,1.1489919424057007,0.5323519706726074,0.4720637585843622,111.8357916309499,True
qwen,oracle_t4,2048,16384,1.2306239604949951,1.235967993736267,0.5323519706726074,0.43258703532676135,131.16735323439235,True
qwen,oracle_t16,2048,16384,1.299839973449707,1.3162879943847656,0.5323519706726074,0.40955193065787415,144.16927992346987,True
qwen,oracle_t64,2048,16384,1.3681279420852661,1.3689600229263306,0.5323519706726074,0.38910978593216217,156.99687752760377,True
qwen,oracle_t32,2048,16384,1.399999976158142,1.4103360176086426,0.5323519706726074,0.380251414098934,162.98390036751306,True
qwen,oracle_t8,2048,16384,1.4602240324020386,1.4706560373306274,0.5323519706726074,0.36456869552879456,174.29672713657817,True
qwen,mid_M,2048,16384,1.4745919704437256,1.5762879848480225,0.5323519706726074,0.3610164583443481,176.9956817442851,True
qwen,oracle_t2,2048,16384,1.7203199863433838,1.7803200483322144,0.5323519706726074,0.30944939017080486,223.15461970955454,True
qwen,oracle_t1,2048,16384,1.8715519905090332,1.9269440174102783,0.5323519706726074,0.28444412625043664,251.56289327611486,True
qwen,low_M,2048,16384,3.332736015319824,3.385472059249878,0.5323519706726074,0.15973421483895134,526.0399508071761,True
qwen,oracle_t8,2,16,0.24223999679088593,0.24435199797153473,0.25308799743652344,1.0447820376046408,-4.286256462382532,True
qwen,oracle_t4,2,16,0.24463999271392822,0.2504960000514984,0.25308799743652344,1.0345323944334561,-3.3379713017461676,True
