,R_short_decode,R_medium_balanced,R_long_prefill,R_concurrent_decode,shared_prefix,tool_agent
cookbook,1.0,1.0,1.0,1.0,1.0,1.0
R_short_decode_winner,0.9996468422755416,0.969027245713344,1.0078504976001246,1.0000262406541558,0.8849522760472639,1.5004404900148183
R_medium_balanced_winner,0.9963497582981491,0.9990394583652221,0.7464689438801234,1.1499665973941842,1.6033572051992553,0.2837751220137047
R_long_prefill_winner,0.9754343806778818,0.9599104121626166,1.0336661682145212,1.0570419062032477,1.410565119600213,0.40213104554325724
R_concurrent_decode_winner,0.9982189783852822,0.9684729167941026,1.0085406498625775,1.015212170572498,0.7113274540333085,1.2039163428997772
shared_prefix_winner,0.9966937528920947,0.9716557521175468,0.8244142342537868,0.952657018202874,0.9634658260122676,0.30096904577230127
tool_agent_winner,1.0024289028468658,0.9472500656675373,0.8113000493756887,1.0132954419919675,1.069314432401761,0.3115270601998202
