model,workload,config_id,hash,cls
lfm25,R_medium_balanced,139,cap64_chunk8192_pollpm_mem0.9,REGRESSION
lfm25,R_medium_balanced,140,cap64_chunk8192_polfcfs_mem0.75,REGRESSION
lfm25,R_medium_balanced,141,cap64_chunk8192_polfcfs_mem0.8,FLAT
lfm25,R_medium_balanced,142,cap64_chunk8192_polfcfs_mem0.85,REGRESSION
lfm25,R_medium_balanced,143,cap64_chunk8192_polfcfs_mem0.9,REGRESSION
lfm25,R_medium_balanced,144,cap96_chunk-1_pollpm_mem0.75,FLAT
lfm25,R_medium_balanced,145,cap96_chunk-1_pollpm_mem0.8,REGRESSION
lfm25,R_medium_balanced,146,cap96_chunk-1_pollpm_mem0.85,REGRESSION
lfm25,R_medium_balanced,147,cap96_chunk-1_pollpm_mem0.9,FLAT
lfm25,R_medium_balanced,148,cap96_chunk-1_polfcfs_mem0.75,FLAT
lfm25,R_medium_balanced,149,cap96_chunk-1_polfcfs_mem0.8,FLAT
lfm25,R_medium_balanced,150,cap96_chunk-1_polfcfs_mem0.85,REGRESSION
lfm25,R_medium_balanced,151,cap96_chunk-1_polfcfs_mem0.9,REGRESSION
lfm25,R_medium_balanced,152,cap96_chunk2048_pollpm_mem0.75,REGRESSION
lfm25,R_medium_balanced,153,cap96_chunk2048_pollpm_mem0.8,REGRESSION
lfm25,R_medium_balanced,154,cap96_chunk2048_pollpm_mem0.85,REGRESSION
lfm25,R_medium_balanced,155,cap96_chunk2048_pollpm_mem0.9,REGRESSION
lfm25,R_medium_balanced,156,cap96_chunk2048_polfcfs_mem0.75,REGRESSION
lfm25,R_medium_balanced,157,cap96_chunk2048_polfcfs_mem0.8,REGRESSION
lfm25,R_medium_balanced,158,cap96_chunk2048_polfcfs_mem0.85,REGRESSION
lfm25,R_medium_balanced,159,cap96_chunk2048_polfcfs_mem0.9,REGRESSION
lfm25,R_medium_balanced,160,cap96_chunk8192_pollpm_mem0.75,REGRESSION
lfm25,R_medium_balanced,161,cap96_chunk8192_pollpm_mem0.8,FLAT
lfm25,R_medium_balanced,162,cap96_chunk8192_pollpm_mem0.85,WIN
lfm25,R_medium_balanced,163,cap96_chunk8192_pollpm_mem0.9,REGRESSION
lfm25,R_medium_balanced,164,cap96_chunk8192_polfcfs_mem0.75,FLAT
lfm25,R_medium_balanced,165,cap96_chunk8192_polfcfs_mem0.8,FLAT
lfm25,R_medium_balanced,166,cap96_chunk8192_polfcfs_mem0.85,FLAT
lfm25,R_medium_balanced,167,cap96_chunk8192_polfcfs_mem0.9,REGRESSION
lfm25,R_medium_balanced,168,cap128_chunk-1_pollpm_mem0.75,REGRESSION
lfm25,R_medium_balanced,169,cap128_chunk-1_pollpm_mem0.8,REGRESSION
lfm25,R_medium_balanced,170,cap128_chunk-1_pollpm_mem0.85,WIN
lfm25,R_medium_balanced,171,cap128_chunk-1_pollpm_mem0.9,REGRESSION
lfm25,R_medium_balanced,172,cap128_chunk-1_polfcfs_mem0.75,REGRESSION
lfm25,R_medium_balanced,173,cap128_chunk-1_polfcfs_mem0.8,FLAT
lfm25,R_medium_balanced,174,cap128_chunk-1_polfcfs_mem0.85,REGRESSION
lfm25,R_medium_balanced,175,cap128_chunk-1_polfcfs_mem0.9,FLAT
lfm25,R_medium_balanced,176,cap128_chunk2048_pollpm_mem0.75,REGRESSION
lfm25,R_medium_balanced,177,cap128_chunk2048_pollpm_mem0.8,REGRESSION
lfm25,R_medium_balanced,178,cap128_chunk2048_pollpm_mem0.85,REGRESSION
lfm25,R_medium_balanced,179,cap128_chunk2048_pollpm_mem0.9,REGRESSION
lfm25,R_medium_balanced,180,cap128_chunk2048_polfcfs_mem0.75,FLAT
lfm25,R_medium_balanced,181,cap128_chunk2048_polfcfs_mem0.8,REGRESSION
lfm25,R_medium_balanced,182,cap128_chunk2048_polfcfs_mem0.85,REGRESSION
lfm25,R_medium_balanced,183,cap128_chunk2048_polfcfs_mem0.9,REGRESSION
lfm25,R_medium_balanced,184,cap128_chunk8192_pollpm_mem0.75,FLAT
lfm25,R_medium_balanced,185,cap128_chunk8192_pollpm_mem0.8,FLAT
lfm25,R_medium_balanced,186,cap128_chunk8192_pollpm_mem0.85,REGRESSION
lfm25,R_medium_balanced,187,cap128_chunk8192_pollpm_mem0.9,FLAT
lfm25,R_medium_balanced,188,cap128_chunk8192_polfcfs_mem0.75,REGRESSION
lfm25,R_medium_balanced,189,cap128_chunk8192_polfcfs_mem0.8,REGRESSION
lfm25,R_medium_balanced,190,cap128_chunk8192_polfcfs_mem0.85,REGRESSION
lfm25,R_medium_balanced,191,cap128_chunk8192_polfcfs_mem0.9,REGRESSION
lfm25,R_long_prefill,0,cap8_chunk-1_pollpm_mem0.75,FLAT
lfm25,R_long_prefill,1,cap8_chunk-1_pollpm_mem0.8,FLAT
lfm25,R_long_prefill,2,cap8_chunk-1_pollpm_mem0.85,REGRESSION
lfm25,R_long_prefill,3,cap8_chunk-1_pollpm_mem0.9,FLAT
lfm25,R_long_prefill,4,cap8_chunk-1_polfcfs_mem0.75,REGRESSION
lfm25,R_long_prefill,5,cap8_chunk-1_polfcfs_mem0.8,FLAT
lfm25,R_long_prefill,6,cap8_chunk-1_polfcfs_mem0.85,REGRESSION
lfm25,R_long_prefill,7,cap8_chunk-1_polfcfs_mem0.9,FLAT
lfm25,R_long_prefill,8,cap8_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_long_prefill,9,cap8_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,R_long_prefill,10,cap8_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,11,cap8_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,R_long_prefill,12,cap8_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,R_long_prefill,13,cap8_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,R_long_prefill,14,cap8_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,R_long_prefill,15,cap8_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_long_prefill,16,cap8_chunk8192_pollpm_mem0.75,WIN
lfm25,R_long_prefill,17,cap8_chunk8192_pollpm_mem0.8,WIN
lfm25,R_long_prefill,18,cap8_chunk8192_pollpm_mem0.85,REGRESSION
lfm25,R_long_prefill,19,cap8_chunk8192_pollpm_mem0.9,TRADE-OFF
lfm25,R_long_prefill,20,cap8_chunk8192_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,21,cap8_chunk8192_polfcfs_mem0.8,WIN
lfm25,R_long_prefill,22,cap8_chunk8192_polfcfs_mem0.85,WIN
lfm25,R_long_prefill,23,cap8_chunk8192_polfcfs_mem0.9,WIN
lfm25,R_long_prefill,24,cap16_chunk-1_pollpm_mem0.75,FLAT
lfm25,R_long_prefill,25,cap16_chunk-1_pollpm_mem0.8,FLAT
lfm25,R_long_prefill,26,cap16_chunk-1_pollpm_mem0.85,FLAT
lfm25,R_long_prefill,27,cap16_chunk-1_pollpm_mem0.9,FLAT
lfm25,R_long_prefill,28,cap16_chunk-1_polfcfs_mem0.75,FLAT
lfm25,R_long_prefill,29,cap16_chunk-1_polfcfs_mem0.8,REGRESSION
lfm25,R_long_prefill,30,cap16_chunk-1_polfcfs_mem0.85,FLAT
lfm25,R_long_prefill,31,cap16_chunk-1_polfcfs_mem0.9,REGRESSION
lfm25,R_long_prefill,32,cap16_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_long_prefill,33,cap16_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,R_long_prefill,34,cap16_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,35,cap16_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,R_long_prefill,36,cap16_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,R_long_prefill,37,cap16_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,R_long_prefill,38,cap16_chunk2048_polfcfs_mem0.85,WIN
lfm25,R_long_prefill,39,cap16_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_long_prefill,40,cap16_chunk8192_pollpm_mem0.75,WIN
lfm25,R_long_prefill,41,cap16_chunk8192_pollpm_mem0.8,REGRESSION
lfm25,R_long_prefill,42,cap16_chunk8192_pollpm_mem0.85,WIN
lfm25,R_long_prefill,43,cap16_chunk8192_pollpm_mem0.9,WIN
lfm25,R_long_prefill,44,cap16_chunk8192_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,45,cap16_chunk8192_polfcfs_mem0.8,WIN
lfm25,R_long_prefill,46,cap16_chunk8192_polfcfs_mem0.85,WIN
lfm25,R_long_prefill,47,cap16_chunk8192_polfcfs_mem0.9,WIN
lfm25,R_long_prefill,48,cap24_chunk-1_pollpm_mem0.75,FLAT
lfm25,R_long_prefill,49,cap24_chunk-1_pollpm_mem0.8,REGRESSION
lfm25,R_long_prefill,50,cap24_chunk-1_pollpm_mem0.85,REGRESSION
lfm25,R_long_prefill,51,cap24_chunk-1_pollpm_mem0.9,REGRESSION
lfm25,R_long_prefill,52,cap24_chunk-1_polfcfs_mem0.75,REGRESSION
lfm25,R_long_prefill,53,cap24_chunk-1_polfcfs_mem0.8,REGRESSION
lfm25,R_long_prefill,54,cap24_chunk-1_polfcfs_mem0.85,REGRESSION
lfm25,R_long_prefill,55,cap24_chunk-1_polfcfs_mem0.9,REGRESSION
lfm25,R_long_prefill,56,cap24_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_long_prefill,57,cap24_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,R_long_prefill,58,cap24_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,59,cap24_chunk2048_pollpm_mem0.9,WIN
lfm25,R_long_prefill,60,cap24_chunk2048_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,61,cap24_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,R_long_prefill,62,cap24_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,R_long_prefill,63,cap24_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_long_prefill,64,cap24_chunk8192_pollpm_mem0.75,WIN
lfm25,R_long_prefill,65,cap24_chunk8192_pollpm_mem0.8,REGRESSION
lfm25,R_long_prefill,66,cap24_chunk8192_pollpm_mem0.85,REGRESSION
lfm25,R_long_prefill,67,cap24_chunk8192_pollpm_mem0.9,WIN
lfm25,R_long_prefill,68,cap24_chunk8192_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,69,cap24_chunk8192_polfcfs_mem0.8,WIN
lfm25,R_long_prefill,70,cap24_chunk8192_polfcfs_mem0.85,WIN
lfm25,R_long_prefill,71,cap24_chunk8192_polfcfs_mem0.9,WIN
lfm25,R_long_prefill,72,cap32_chunk-1_pollpm_mem0.75,FLAT
lfm25,R_long_prefill,73,cap32_chunk-1_pollpm_mem0.8,REGRESSION
lfm25,R_long_prefill,74,cap32_chunk-1_pollpm_mem0.85,FLAT
lfm25,R_long_prefill,75,cap32_chunk-1_pollpm_mem0.9,REGRESSION
lfm25,R_long_prefill,76,cap32_chunk-1_polfcfs_mem0.75,FLAT
lfm25,R_long_prefill,77,cap32_chunk-1_polfcfs_mem0.8,FLAT
lfm25,R_long_prefill,78,cap32_chunk-1_polfcfs_mem0.85,REGRESSION
lfm25,R_long_prefill,79,cap32_chunk-1_polfcfs_mem0.9,REGRESSION
lfm25,R_long_prefill,80,cap32_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_long_prefill,81,cap32_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,R_long_prefill,82,cap32_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,83,cap32_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,R_long_prefill,84,cap32_chunk2048_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,85,cap32_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,R_long_prefill,86,cap32_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,R_long_prefill,87,cap32_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_long_prefill,88,cap32_chunk8192_pollpm_mem0.75,REGRESSION
lfm25,R_long_prefill,89,cap32_chunk8192_pollpm_mem0.8,WIN
lfm25,R_long_prefill,90,cap32_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,91,cap32_chunk8192_pollpm_mem0.9,WIN
lfm25,R_long_prefill,92,cap32_chunk8192_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,93,cap32_chunk8192_polfcfs_mem0.8,WIN
lfm25,R_long_prefill,94,cap32_chunk8192_polfcfs_mem0.85,WIN
lfm25,R_long_prefill,95,cap32_chunk8192_polfcfs_mem0.9,WIN
lfm25,R_long_prefill,96,cap48_chunk-1_pollpm_mem0.75,REGRESSION
lfm25,R_long_prefill,97,cap48_chunk-1_pollpm_mem0.8,REGRESSION
lfm25,R_long_prefill,98,cap48_chunk-1_pollpm_mem0.85,REGRESSION
lfm25,R_long_prefill,99,cap48_chunk-1_pollpm_mem0.9,REGRESSION
lfm25,R_long_prefill,100,cap48_chunk-1_polfcfs_mem0.75,FLAT
lfm25,R_long_prefill,101,cap48_chunk-1_polfcfs_mem0.8,FLAT
lfm25,R_long_prefill,102,cap48_chunk-1_polfcfs_mem0.85,REGRESSION
lfm25,R_long_prefill,103,cap48_chunk-1_polfcfs_mem0.9,REGRESSION
lfm25,R_long_prefill,104,cap48_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_long_prefill,105,cap48_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,R_long_prefill,106,cap48_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,107,cap48_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,R_long_prefill,108,cap48_chunk2048_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,109,cap48_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,R_long_prefill,110,cap48_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,R_long_prefill,111,cap48_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_long_prefill,112,cap48_chunk8192_pollpm_mem0.75,REGRESSION
lfm25,R_long_prefill,113,cap48_chunk8192_pollpm_mem0.8,WIN
lfm25,R_long_prefill,114,cap48_chunk8192_pollpm_mem0.85,REGRESSION
lfm25,R_long_prefill,115,cap48_chunk8192_pollpm_mem0.9,REGRESSION
lfm25,R_long_prefill,116,cap48_chunk8192_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,117,cap48_chunk8192_polfcfs_mem0.8,WIN
lfm25,R_long_prefill,118,cap48_chunk8192_polfcfs_mem0.85,WIN
lfm25,R_long_prefill,119,cap48_chunk8192_polfcfs_mem0.9,WIN
lfm25,R_long_prefill,120,cap64_chunk-1_pollpm_mem0.75,FLAT
lfm25,R_long_prefill,121,cap64_chunk-1_pollpm_mem0.8,REGRESSION
lfm25,R_long_prefill,122,cap64_chunk-1_pollpm_mem0.85,REGRESSION
lfm25,R_long_prefill,123,cap64_chunk-1_pollpm_mem0.9,REGRESSION
lfm25,R_long_prefill,124,cap64_chunk-1_polfcfs_mem0.75,REGRESSION
lfm25,R_long_prefill,125,cap64_chunk-1_polfcfs_mem0.8,FLAT
lfm25,R_long_prefill,126,cap64_chunk-1_polfcfs_mem0.85,FLAT
lfm25,R_long_prefill,127,cap64_chunk-1_polfcfs_mem0.9,FLAT
lfm25,R_long_prefill,128,cap64_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_long_prefill,129,cap64_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,R_long_prefill,130,cap64_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,131,cap64_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,R_long_prefill,132,cap64_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,R_long_prefill,133,cap64_chunk2048_polfcfs_mem0.8,WIN
lfm25,R_long_prefill,134,cap64_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,R_long_prefill,135,cap64_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_long_prefill,136,cap64_chunk8192_pollpm_mem0.75,WIN
lfm25,R_long_prefill,137,cap64_chunk8192_pollpm_mem0.8,WIN
lfm25,R_long_prefill,138,cap64_chunk8192_pollpm_mem0.85,REGRESSION
lfm25,R_long_prefill,139,cap64_chunk8192_pollpm_mem0.9,REGRESSION
lfm25,R_long_prefill,140,cap64_chunk8192_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,141,cap64_chunk8192_polfcfs_mem0.8,WIN
lfm25,R_long_prefill,142,cap64_chunk8192_polfcfs_mem0.85,WIN
lfm25,R_long_prefill,143,cap64_chunk8192_polfcfs_mem0.9,WIN
lfm25,R_long_prefill,144,cap96_chunk-1_pollpm_mem0.75,REGRESSION
lfm25,R_long_prefill,145,cap96_chunk-1_pollpm_mem0.8,WIN
lfm25,R_long_prefill,146,cap96_chunk-1_pollpm_mem0.85,REGRESSION
lfm25,R_long_prefill,147,cap96_chunk-1_pollpm_mem0.9,REGRESSION
lfm25,R_long_prefill,148,cap96_chunk-1_polfcfs_mem0.75,REGRESSION
lfm25,R_long_prefill,149,cap96_chunk-1_polfcfs_mem0.8,REGRESSION
lfm25,R_long_prefill,150,cap96_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,R_long_prefill,151,cap96_chunk-1_polfcfs_mem0.9,FLAT
lfm25,R_long_prefill,152,cap96_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_long_prefill,153,cap96_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,R_long_prefill,154,cap96_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,155,cap96_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,R_long_prefill,156,cap96_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,R_long_prefill,157,cap96_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,R_long_prefill,158,cap96_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,R_long_prefill,159,cap96_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_long_prefill,160,cap96_chunk8192_pollpm_mem0.75,WIN
lfm25,R_long_prefill,161,cap96_chunk8192_pollpm_mem0.8,WIN
lfm25,R_long_prefill,162,cap96_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,163,cap96_chunk8192_pollpm_mem0.9,REGRESSION
lfm25,R_long_prefill,164,cap96_chunk8192_polfcfs_mem0.75,TRADE-OFF
lfm25,R_long_prefill,165,cap96_chunk8192_polfcfs_mem0.8,WIN
lfm25,R_long_prefill,166,cap96_chunk8192_polfcfs_mem0.85,WIN
lfm25,R_long_prefill,167,cap96_chunk8192_polfcfs_mem0.9,WIN
lfm25,R_long_prefill,168,cap128_chunk-1_pollpm_mem0.75,REGRESSION
lfm25,R_long_prefill,169,cap128_chunk-1_pollpm_mem0.8,REGRESSION
lfm25,R_long_prefill,170,cap128_chunk-1_pollpm_mem0.85,FLAT
lfm25,R_long_prefill,171,cap128_chunk-1_pollpm_mem0.9,FLAT
lfm25,R_long_prefill,172,cap128_chunk-1_polfcfs_mem0.75,REGRESSION
lfm25,R_long_prefill,173,cap128_chunk-1_polfcfs_mem0.8,REGRESSION
lfm25,R_long_prefill,174,cap128_chunk-1_polfcfs_mem0.85,FLAT
lfm25,R_long_prefill,175,cap128_chunk-1_polfcfs_mem0.9,REGRESSION
lfm25,R_long_prefill,176,cap128_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_long_prefill,177,cap128_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,R_long_prefill,178,cap128_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,179,cap128_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,R_long_prefill,180,cap128_chunk2048_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,181,cap128_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,R_long_prefill,182,cap128_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,R_long_prefill,183,cap128_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_long_prefill,184,cap128_chunk8192_pollpm_mem0.75,WIN
lfm25,R_long_prefill,185,cap128_chunk8192_pollpm_mem0.8,WIN
lfm25,R_long_prefill,186,cap128_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,R_long_prefill,187,cap128_chunk8192_pollpm_mem0.9,REGRESSION
lfm25,R_long_prefill,188,cap128_chunk8192_polfcfs_mem0.75,WIN
lfm25,R_long_prefill,189,cap128_chunk8192_polfcfs_mem0.8,WIN
lfm25,R_long_prefill,190,cap128_chunk8192_polfcfs_mem0.85,WIN
lfm25,R_long_prefill,191,cap128_chunk8192_polfcfs_mem0.9,WIN
lfm25,R_concurrent_decode,0,cap8_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,1,cap8_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,2,cap8_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,3,cap8_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,4,cap8_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,5,cap8_chunk-1_polfcfs_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,6,cap8_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,7,cap8_chunk-1_polfcfs_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,8,cap8_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,9,cap8_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,10,cap8_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,11,cap8_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,12,cap8_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,13,cap8_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,14,cap8_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,15,cap8_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,16,cap8_chunk8192_pollpm_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,17,cap8_chunk8192_pollpm_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,18,cap8_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,19,cap8_chunk8192_pollpm_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,20,cap8_chunk8192_polfcfs_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,21,cap8_chunk8192_polfcfs_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,22,cap8_chunk8192_polfcfs_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,23,cap8_chunk8192_polfcfs_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,24,cap16_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,25,cap16_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,26,cap16_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,27,cap16_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,28,cap16_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,29,cap16_chunk-1_polfcfs_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,30,cap16_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,31,cap16_chunk-1_polfcfs_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,32,cap16_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,33,cap16_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,34,cap16_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,35,cap16_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,36,cap16_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,37,cap16_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,38,cap16_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,39,cap16_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,40,cap16_chunk8192_pollpm_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,41,cap16_chunk8192_pollpm_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,42,cap16_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,43,cap16_chunk8192_pollpm_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,44,cap16_chunk8192_polfcfs_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,45,cap16_chunk8192_polfcfs_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,46,cap16_chunk8192_polfcfs_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,47,cap16_chunk8192_polfcfs_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,48,cap24_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,49,cap24_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,50,cap24_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,51,cap24_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,52,cap24_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,53,cap24_chunk-1_polfcfs_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,54,cap24_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,55,cap24_chunk-1_polfcfs_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,56,cap24_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,57,cap24_chunk2048_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,58,cap24_chunk2048_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,59,cap24_chunk2048_pollpm_mem0.9,REGRESSION
lfm25,R_concurrent_decode,60,cap24_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,61,cap24_chunk2048_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,62,cap24_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,63,cap24_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,64,cap24_chunk8192_pollpm_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,65,cap24_chunk8192_pollpm_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,66,cap24_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,67,cap24_chunk8192_pollpm_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,68,cap24_chunk8192_polfcfs_mem0.75,TRADE-OFF
lfm25,R_concurrent_decode,69,cap24_chunk8192_polfcfs_mem0.8,TRADE-OFF
lfm25,R_concurrent_decode,70,cap24_chunk8192_polfcfs_mem0.85,TRADE-OFF
