model,config_id,hash,cap,chunk,policy,mem,is_cookbook,workload,request_throughput,output_throughput,total_throughput,input_throughput,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,tpot_p50_ms,tpot_p95_ms,tpot_mean_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,e2e_mean_ms,n_rep,request_throughput_ci95,d_request_throughput,d_output_throughput,d_total_throughput,d_input_throughput,d_ttft_p50_ms,d_ttft_p95_ms,d_ttft_p99_ms,d_ttft_mean_ms,d_tpot_p50_ms,d_tpot_p95_ms,d_tpot_mean_ms,d_e2e_p50_ms,d_e2e_p95_ms,d_e2e_p99_ms,d_e2e_mean_ms,pareto_ttft_outthr,pareto_e2e_reqthr,pareto_full
lfm25,0,cap8_chunk-1_pollpm_mem0.75,8,-1,lpm,0.75,0,R_short_decode,1.6764746425812402,429.1775085007975,596.8249727589215,167.64746425812402,26.68198151513934,28.58074894174933,28.95561931654811,26.59363078419119,2.2304307057650066,2.2332799314576324,2.2301411295610327,595.0082733761519,597.4813717417419,597.7801430784166,595.0003508478403,1,,-0.0017511949267683402,-0.0017511949267683402,-0.0017511949267684512,-0.0017511949267684512,-0.04197968855766576,0.028879578036661968,0.024734708020846652,-0.00993827236498035,-0.002028858686999202,-0.0011326173670995754,-0.001412405499600311,-0.0035244039162027896,0.0002153659996250168,0.0006049120081079717,-0.0017904889698008297,False,False,False
lfm25,1,cap8_chunk-1_pollpm_mem0.8,8,-1,lpm,0.8,0,R_short_decode,1.6788013213977475,429.7731382778234,597.6532704175983,167.8801321397748,24.724459508433934,25.91543011367321,25.995929390192032,24.532567185815424,2.234401766612541,2.237335338800561,2.234510145016509,594.1744120791554,595.6748925382271,595.7853528903797,594.0529349027202,1,,-0.0003657851571392534,-0.00036578515713903137,-0.00036578515713903137,-0.00036578515713903137,0.0344650900932133,0.11944212943317856,0.12442115674224552,0.0683341164889465,-0.003812871774043991,-0.0029505715386868303,-0.003374248281180048,-0.0021180366462671962,0.003238205262463101,0.00393988982324911,-0.00019534321641212493,False,False,False
lfm25,2,cap8_chunk-1_pollpm_mem0.85,8,-1,lpm,0.85,0,R_short_decode,1.6728072955018711,428.2386676484791,595.5193971986662,167.28072955018715,26.269348105415705,27.590111759491265,27.65255177859217,26.336690702009943,2.235206754366849,2.2382258917272617,2.235532022979171,596.0275859106332,597.4665148416534,597.65173335094,596.1174685508013,1,,-0.0039348991992841365,-0.003934899199283914,-0.0039348991992841365,-0.003934899199284025,-0.025865606793971985,0.06253957765415774,0.06862382429151381,-0.00018053658210614998,-0.004174515360917619,-0.003349787763152756,-0.003833107702744032,-0.005243548085015037,0.00024022652435407021,0.0008195930281724717,-0.0036713582638969733,False,False,False
lfm25,3,cap8_chunk-1_pollpm_mem0.9,8,-1,lpm,0.9,0,R_short_decode,1.6746187745901882,428.70240629508817,596.1642837541069,167.4618774590188,26.53801697306335,27.630473324097693,27.892187763936818,26.416682871058583,2.2320943784114777,2.2358537415212623,2.2326954425546166,595.5135419499129,596.6973778558895,596.8813558807597,595.4743940383196,1,,-0.002856262642906837,-0.002856262642906837,-0.0028562626429070592,-0.002856262642906948,-0.03635761252742142,0.06116816713823381,0.060552552989701414,-0.0032183749903815784,-0.0027762694892552453,-0.0022864025103377372,-0.002559382561005963,-0.004376575838828334,0.0015272479716780252,0.002107543905284337,-0.002588626246369463,False,False,False
lfm25,4,cap8_chunk-1_polfcfs_mem0.75,8,-1,fcfs,0.75,0,R_short_decode,1.6690830860818406,427.2852700369512,594.1935786451353,166.90830860818406,25.211402447894216,26.36778727173805,26.608488708734512,24.89658514969051,2.2311077188408257,2.319313864499303,2.2475150596567266,593.7955593690276,616.0155643243343,625.364196235314,597.7171415579505,1,,-0.006152461880497007,-0.006152461880497007,-0.006152461880497118,-0.006152461880497118,0.015449086648480881,0.10407187881051683,0.10378931198279095,0.05450991638143943,-0.002333009198344671,-0.03969982757445445,-0.009213915861204791,-0.0014790742030295068,-0.030798489534751727,-0.04551131910312556,-0.00636469651443794,False,False,False
lfm25,5,cap8_chunk-1_polfcfs_mem0.8,8,-1,fcfs,0.8,0,R_short_decode,1.686448251809763,431.7307524632993,600.3755776442756,168.6448251809763,23.315592436119918,25.491136545315385,25.60083297081292,23.57225999003276,2.2268439022203284,2.230626563121008,2.227301661109056,590.7657260540873,593.353562336415,593.6157413385808,591.2551555084065,1,,0.004187542971056946,0.004187542971056946,0.004187542971056724,0.004187542971056946,0.08948390016157204,0.133858831737928,0.13772855039849086,0.10480341239362378,-0.0004174745480887143,5.683208357898373e-05,-0.0001373835311953009,0.0036309583921287913,0.0071225611201982675,0.007567141669642119,0.004515223396641566,True,True,True
lfm25,6,cap8_chunk-1_polfcfs_mem0.85,8,-1,fcfs,0.85,0,R_short_decode,1.673545430972611,428.4276303289884,595.7821734262495,167.35454309726111,25.15873801894486,25.5974059458822,25.60254286043346,24.59701831685379,2.238523824980446,2.242406463440751,2.2391372627233728,595.6190915312618,596.1262146010995,596.1473213508725,595.2965350588784,1,,-0.0034953799647350348,-0.0034953799647350348,-0.003495379964735146,-0.0034953799647350348,0.017505727953159855,0.13024799616008598,0.13767095895201553,0.06588647538040138,-0.005664721029507103,-0.005223850500502891,-0.005451988121022655,-0.004554592826904402,0.0024829936612549286,0.003334735059222438,-0.002289168550708931,False,False,False
lfm25,7,cap8_chunk-1_polfcfs_mem0.9,8,-1,fcfs,0.9,0,R_short_decode,1.6759885674267707,429.0530732612533,596.6519300039304,167.59885674267707,25.754082016646866,28.14994514919817,28.396199168637395,26.339440722949803,2.230004238549109,2.233380514577158,2.2305161096528416,594.3456080276519,596.392214554362,596.496635726653,594.8417288600467,1,,-0.002040626051940553,-0.002040626051940553,-0.002040626051940664,-0.002040626051940664,-0.005743533086850716,0.04351748558969204,0.04357675204438316,-0.000284973295524793,-0.0018372667866057846,-0.0011777066728759777,-0.0015807848504743038,-0.0024067709712420893,0.002037887456284193,0.0027507359495795303,-0.001523420221880567,False,False,False
lfm25,8,cap8_chunk2048_pollpm_mem0.75,8,2048,lpm,0.75,0,R_short_decode,1.6772029443166134,429.363953745053,597.0842481767144,167.72029443166133,24.97240900993347,28.4648735076189,29.56755854189396,25.250408856663853,2.231989938802287,2.2352484583612244,2.231834488353619,593.4035084210336,597.9205165989697,599.1542585380375,594.0886999596842,1,,-0.001317531142895234,-0.0013175311428954561,-0.0013175311428953451,-0.0013175311428954561,0.024782213122328534,0.032816808678072906,0.0041237488575817105,0.04107286048477499,-0.002729349626589883,-0.0020150667473097794,-0.0021727836117206856,-0.0008178519789112659,-0.0005194690950269809,-0.0016923945461158052,-0.00025556014544925176,False,False,False
lfm25,9,cap8_chunk2048_pollpm_mem0.8,8,2048,lpm,0.8,0,R_short_decode,1.6827122598312678,430.77433851680456,599.0455644999314,168.27122598312678,25.39602597244084,27.73179851938039,28.011833117343485,25.87631088681519,2.22335207896928,2.227885814632597,2.224002861220587,592.6973668392748,594.4757516263053,594.8884173994884,592.7184707834385,1,,0.001962964421778013,0.001962964421778013,0.001962964421778235,0.001962964421778013,0.008239203735611156,0.05772532641355588,0.056522732067949666,0.017303168405852665,0.0011512393590238368,0.0012854522261317447,0.001343894531338874,0.000373106771786591,0.005244765992960421,0.0054394259557579705,0.00205146800086331,False,False,True
